CustomerKey,CustomerID,CustomerName,Gender,AgeGroup,GeographyKey,SignupDate,CustomerSegment,Region,State,City,CustomerType
19752,CUST019752,Customer 019752,Male,25-34,7,2023-06-23,Potential Loyalist,North,Punjab,Ludhiana,Existing
19753,CUST019753,Customer 019753,Male,55+,1,2021-02-27,Potential Loyalist,North,Delhi,Delhi,Existing
19754,CUST019754,Customer 019754,Male,25-34,21,2023-02-08,Potential Loyalist,South,Telangana,Hyderabad,Existing
19755,CUST019755,Customer 019755,Male,35-44,7,2021-08-09,Occasional,North,Punjab,Ludhiana,Existing
19756,CUST019756,Customer 019756,Male,35-44,3,2024-03-28,Occasional,North,Uttar Pradesh,Kanpur,Existing
19757,CUST019757,Customer 019757,Male,55+,20,2025-07-30,Champions,South,Tamil Nadu,Coimbatore,New
19758,CUST019758,Customer 019758,Male,35-44,5,2024-05-16,Occasional,North,Uttar Pradesh,Varanasi,Existing
19759,CUST019759,Customer 019759,Female,45-54,3,2021-08-26,Low Value,North,Uttar Pradesh,Kanpur,Existing
19760,CUST019760,Customer 019760,Male,25-34,15,2023-05-01,Loyal,West,Madhya Pradesh,Indore,Existing
19761,CUST019761,Customer 019761,Male,18-24,6,2025-10-20,Loyal,North,Haryana,Gurugram,New
19762,CUST019762,Customer 019762,Female,25-34,15,2024-04-26,Occasional,West,Madhya Pradesh,Indore,Existing
19763,CUST019763,Customer 019763,Male,45-54,3,2022-12-03,Low Value,North,Uttar Pradesh,Kanpur,Existing
19764,CUST019764,Customer 019764,Female,35-44,24,2022-01-29,Champions,South,Kerala,Thiruvananthapuram,Existing
19765,CUST019765,Customer 019765,Male,35-44,23,2025-12-15,Potential Loyalist,South,Kerala,Kochi,New
19766,CUST019766,Customer 019766,Male,35-44,1,2024-07-01,Champions,North,Delhi,Delhi,Existing
19767,CUST019767,Customer 019767,Female,18-24,2,2025-09-26,Potential Loyalist,North,Uttar Pradesh,Lucknow,New
19768,CUST019768,Customer 019768,Male,25-34,4,2023-09-24,Occasional,North,Uttar Pradesh,Noida,Existing
19769,CUST019769,Customer 019769,Male,35-44,21,2021-12-15,Potential Loyalist,South,Telangana,Hyderabad,Existing
19770,CUST019770,Customer 019770,Female,25-34,14,2021-11-18,Potential Loyalist,West,Goa,Panaji,Existing
19771,CUST019771,Customer 019771,Female,55+,14,2024-04-18,Loyal,West,Goa,Panaji,Existing
19772,CUST019772,Customer 019772,Male,25-34,27,2023-06-14,Occasional,East,Bihar,Patna,Existing
19773,CUST019773,Customer 019773,Male,35-44,10,2025-06-12,Occasional,West,Maharashtra,Pune,Existing
19774,CUST019774,Customer 019774,Male,45-54,11,2023-02-16,Occasional,West,Maharashtra,Nagpur,Existing
19775,CUST019775,Customer 019775,Female,35-44,4,2024-10-18,At Risk,North,Uttar Pradesh,Noida,Existing
19776,CUST019776,Customer 019776,Female,25-34,15,2024-08-20,Occasional,West,Madhya Pradesh,Indore,Existing
19777,CUST019777,Customer 019777,Male,18-24,20,2024-11-06,Low Value,South,Tamil Nadu,Coimbatore,Existing
19778,CUST019778,Customer 019778,Male,45-54,25,2023-04-08,Loyal,East,West Bengal,Kolkata,Existing
19779,CUST019779,Customer 019779,Female,25-34,4,2021-05-06,Low Value,North,Uttar Pradesh,Noida,Existing
19780,CUST019780,Customer 019780,Male,35-44,20,2023-10-03,Loyal,South,Tamil Nadu,Coimbatore,Existing
19781,CUST019781,Customer 019781,Female,35-44,20,2022-01-09,Low Value,South,Tamil Nadu,Coimbatore,Existing
19782,CUST019782,Customer 019782,Female,45-54,16,2024-04-18,At Risk,West,Madhya Pradesh,Bhopal,Existing
19783,CUST019783,Customer 019783,Male,25-34,2,2022-07-09,Occasional,North,Uttar Pradesh,Lucknow,Existing
19784,CUST019784,Customer 019784,Female,25-34,13,2022-12-16,Occasional,West,Gujarat,Surat,Existing
19785,CUST019785,Customer 019785,Female,25-34,8,2023-03-29,Occasional,North,Rajasthan,Jaipur,Existing
19786,CUST019786,Customer 019786,Male,25-34,13,2025-07-01,Occasional,West,Gujarat,Surat,New
19787,CUST019787,Customer 019787,Male,55+,20,2024-01-17,Champions,South,Tamil Nadu,Coimbatore,Existing
19788,CUST019788,Customer 019788,Female,35-44,21,2025-03-30,Occasional,South,Telangana,Hyderabad,Existing
19789,CUST019789,Customer 019789,Female,18-24,8,2024-06-20,Potential Loyalist,North,Rajasthan,Jaipur,Existing
19790,CUST019790,Customer 019790,Other,25-34,4,2022-06-14,Potential Loyalist,North,Uttar Pradesh,Noida,Existing
19791,CUST019791,Customer 019791,Female,25-34,5,2024-06-05,Occasional,North,Uttar Pradesh,Varanasi,Existing
19792,CUST019792,Customer 019792,Female,25-34,21,2021-03-18,Low Value,South,Telangana,Hyderabad,Existing
19793,CUST019793,Customer 019793,Female,35-44,6,2021-10-17,Occasional,North,Haryana,Gurugram,Existing
19794,CUST019794,Customer 019794,Female,25-34,23,2023-05-01,Low Value,South,Kerala,Kochi,Existing
19795,CUST019795,Customer 019795,Male,55+,19,2025-04-26,Potential Loyalist,South,Tamil Nadu,Chennai,Existing
19796,CUST019796,Customer 019796,Male,25-34,10,2021-04-29,Loyal,West,Maharashtra,Pune,Existing
19797,CUST019797,Customer 019797,Other,45-54,27,2025-05-30,Potential Loyalist,East,Bihar,Patna,Existing
19798,CUST019798,Customer 019798,Male,45-54,3,2024-04-15,Loyal,North,Uttar Pradesh,Kanpur,Existing
19799,CUST019799,Customer 019799,Female,45-54,13,2021-08-06,Occasional,West,Gujarat,Surat,Existing
19800,CUST019800,Customer 019800,Female,25-34,9,2025-05-24,Loyal,West,Maharashtra,Mumbai,Existing
19801,CUST019801,Customer 019801,Male,25-34,17,2022-12-26,Occasional,South,Karnataka,Bengaluru,Existing
19802,CUST019802,Customer 019802,Male,45-54,10,2023-06-24,Low Value,West,Maharashtra,Pune,Existing
19803,CUST019803,Customer 019803,Male,25-34,12,2023-03-27,Potential Loyalist,West,Gujarat,Ahmedabad,Existing
19804,CUST019804,Customer 019804,Female,25-34,13,2023-11-02,Potential Loyalist,West,Gujarat,Surat,Existing
19805,CUST019805,Customer 019805,Male,18-24,24,2024-02-11,Loyal,South,Kerala,Thiruvananthapuram,Existing
19806,CUST019806,Customer 019806,Female,45-54,10,2025-12-11,At Risk,West,Maharashtra,Pune,New
19807,CUST019807,Customer 019807,Male,45-54,19,2021-11-16,Potential Loyalist,South,Tamil Nadu,Chennai,Existing
19808,CUST019808,Customer 019808,Male,18-24,21,2021-01-26,Low Value,South,Telangana,Hyderabad,Existing
19809,CUST019809,Customer 019809,Female,35-44,19,2022-01-26,Loyal,South,Tamil Nadu,Chennai,Existing
19810,CUST019810,Customer 019810,Female,25-34,26,2021-02-24,Champions,East,Odisha,Bhubaneswar,Existing
19811,CUST019811,Customer 019811,Female,45-54,17,2024-05-16,Occasional,South,Karnataka,Bengaluru,Existing
19812,CUST019812,Customer 019812,Male,18-24,26,2025-06-03,Champions,East,Odisha,Bhubaneswar,Existing
19813,CUST019813,Customer 019813,Male,25-34,5,2025-01-03,Potential Loyalist,North,Uttar Pradesh,Varanasi,Existing
19814,CUST019814,Customer 019814,Male,18-24,8,2021-05-31,Potential Loyalist,North,Rajasthan,Jaipur,Existing
19815,CUST019815,Customer 019815,Female,35-44,5,2022-04-08,Loyal,North,Uttar Pradesh,Varanasi,Existing
19816,CUST019816,Customer 019816,Male,35-44,15,2023-07-02,Low Value,West,Madhya Pradesh,Indore,Existing
19817,CUST019817,Customer 019817,Male,45-54,4,2024-09-13,Potential Loyalist,North,Uttar Pradesh,Noida,Existing
19818,CUST019818,Customer 019818,Female,35-44,25,2024-05-06,Loyal,East,West Bengal,Kolkata,Existing
19819,CUST019819,Customer 019819,Male,35-44,13,2023-07-24,Champions,West,Gujarat,Surat,Existing
19820,CUST019820,Customer 019820,Male,55+,17,2025-03-08,Potential Loyalist,South,Karnataka,Bengaluru,Existing
19821,CUST019821,Customer 019821,Female,35-44,5,2024-05-28,At Risk,North,Uttar Pradesh,Varanasi,Existing
19822,CUST019822,Customer 019822,Female,45-54,1,2024-08-20,Loyal,North,Delhi,Delhi,Existing
19823,CUST019823,Customer 019823,Female,25-34,22,2022-05-26,Occasional,South,Andhra Pradesh,Vijayawada,Existing
19824,CUST019824,Customer 019824,Male,35-44,15,2023-02-12,Low Value,West,Madhya Pradesh,Indore,Existing
19825,CUST019825,Customer 019825,Male,18-24,10,2025-04-06,Potential Loyalist,West,Maharashtra,Pune,Existing
19826,CUST019826,Customer 019826,Female,35-44,25,2025-09-10,Occasional,East,West Bengal,Kolkata,New
19827,CUST019827,Customer 019827,Other,55+,11,2022-02-08,Occasional,West,Maharashtra,Nagpur,Existing
19828,CUST019828,Customer 019828,Female,25-34,18,2021-12-29,Occasional,South,Karnataka,Mysuru,Existing
19829,CUST019829,Customer 019829,Female,18-24,29,2023-12-31,Low Value,Central,Chhattisgarh,Raipur,Existing
19830,CUST019830,Customer 019830,Male,45-54,13,2023-05-12,At Risk,West,Gujarat,Surat,Existing
19831,CUST019831,Customer 019831,Female,35-44,20,2024-01-23,Champions,South,Tamil Nadu,Coimbatore,Existing
19832,CUST019832,Customer 019832,Female,18-24,24,2022-12-20,Champions,South,Kerala,Thiruvananthapuram,Existing
19833,CUST019833,Customer 019833,Male,35-44,16,2022-04-20,Champions,West,Madhya Pradesh,Bhopal,Existing
19834,CUST019834,Customer 019834,Female,45-54,19,2025-05-28,Potential Loyalist,South,Tamil Nadu,Chennai,Existing
19835,CUST019835,Customer 019835,Female,35-44,23,2025-08-18,Potential Loyalist,South,Kerala,Kochi,New
19836,CUST019836,Customer 019836,Male,25-34,12,2023-02-09,At Risk,West,Gujarat,Ahmedabad,Existing
19837,CUST019837,Customer 019837,Female,55+,23,2021-08-16,Occasional,South,Kerala,Kochi,Existing
19838,CUST019838,Customer 019838,Female,25-34,14,2021-12-13,Low Value,West,Goa,Panaji,Existing
19839,CUST019839,Customer 019839,Female,35-44,2,2024-04-13,At Risk,North,Uttar Pradesh,Lucknow,Existing
19840,CUST019840,Customer 019840,Female,45-54,28,2023-03-19,Low Value,East,Jharkhand,Ranchi,Existing
19841,CUST019841,Customer 019841,Female,35-44,10,2021-08-05,Loyal,West,Maharashtra,Pune,Existing
19842,CUST019842,Customer 019842,Female,45-54,4,2022-07-02,Occasional,North,Uttar Pradesh,Noida,Existing
19843,CUST019843,Customer 019843,Male,35-44,1,2024-11-21,Loyal,North,Delhi,Delhi,Existing
19844,CUST019844,Customer 019844,Male,25-34,24,2022-12-25,Occasional,South,Kerala,Thiruvananthapuram,Existing
19845,CUST019845,Customer 019845,Female,35-44,26,2023-10-11,At Risk,East,Odisha,Bhubaneswar,Existing
19846,CUST019846,Customer 019846,Male,35-44,26,2025-08-13,Potential Loyalist,East,Odisha,Bhubaneswar,New
19847,CUST019847,Customer 019847,Male,35-44,25,2021-10-01,Loyal,East,West Bengal,Kolkata,Existing
19848,CUST019848,Customer 019848,Other,35-44,17,2021-04-25,Loyal,South,Karnataka,Bengaluru,Existing
19849,CUST019849,Customer 019849,Male,45-54,11,2021-07-22,At Risk,West,Maharashtra,Nagpur,Existing
19850,CUST019850,Customer 019850,Female,55+,7,2022-06-02,Occasional,North,Punjab,Ludhiana,Existing
19851,CUST019851,Customer 019851,Male,35-44,17,2024-02-23,Occasional,South,Karnataka,Bengaluru,Existing
19852,CUST019852,Customer 019852,Male,45-54,28,2021-11-04,Occasional,East,Jharkhand,Ranchi,Existing
19853,CUST019853,Customer 019853,Male,18-24,17,2024-05-06,Occasional,South,Karnataka,Bengaluru,Existing
19854,CUST019854,Customer 019854,Male,25-34,9,2025-10-09,Low Value,West,Maharashtra,Mumbai,New
19855,CUST019855,Customer 019855,Male,18-24,10,2025-03-19,Occasional,West,Maharashtra,Pune,Existing
19856,CUST019856,Customer 019856,Female,35-44,26,2023-07-02,Occasional,East,Odisha,Bhubaneswar,Existing
19857,CUST019857,Customer 019857,Female,25-34,6,2025-02-10,Low Value,North,Haryana,Gurugram,Existing
19858,CUST019858,Customer 019858,Female,25-34,17,2023-06-14,Potential Loyalist,South,Karnataka,Bengaluru,Existing
19859,CUST019859,Customer 019859,Male,25-34,16,2021-03-07,Loyal,West,Madhya Pradesh,Bhopal,Existing
19860,CUST019860,Customer 019860,Male,35-44,7,2023-08-11,Occasional,North,Punjab,Ludhiana,Existing
19861,CUST019861,Customer 019861,Female,45-54,19,2021-07-27,Occasional,South,Tamil Nadu,Chennai,Existing
19862,CUST019862,Customer 019862,Male,25-34,26,2021-10-05,Loyal,East,Odisha,Bhubaneswar,Existing
19863,CUST019863,Customer 019863,Female,25-34,4,2022-09-17,Loyal,North,Uttar Pradesh,Noida,Existing
19864,CUST019864,Customer 019864,Female,25-34,20,2021-05-19,Champions,South,Tamil Nadu,Coimbatore,Existing
19865,CUST019865,Customer 019865,Female,25-34,24,2022-11-07,At Risk,South,Kerala,Thiruvananthapuram,Existing
19866,CUST019866,Customer 019866,Male,35-44,17,2024-08-25,Loyal,South,Karnataka,Bengaluru,Existing
19867,CUST019867,Customer 019867,Male,45-54,24,2021-11-28,Low Value,South,Kerala,Thiruvananthapuram,Existing
19868,CUST019868,Customer 019868,Female,25-34,9,2024-04-06,Occasional,West,Maharashtra,Mumbai,Existing
19869,CUST019869,Customer 019869,Male,55+,11,2022-07-01,Low Value,West,Maharashtra,Nagpur,Existing
19870,CUST019870,Customer 019870,Female,18-24,23,2023-12-03,Potential Loyalist,South,Kerala,Kochi,Existing
19871,CUST019871,Customer 019871,Male,25-34,1,2023-06-08,Low Value,North,Delhi,Delhi,Existing
19872,CUST019872,Customer 019872,Female,25-34,7,2022-11-12,Low Value,North,Punjab,Ludhiana,Existing
19873,CUST019873,Customer 019873,Male,18-24,22,2023-04-12,Loyal,South,Andhra Pradesh,Vijayawada,Existing
19874,CUST019874,Customer 019874,Male,45-54,5,2021-09-28,Loyal,North,Uttar Pradesh,Varanasi,Existing
19875,CUST019875,Customer 019875,Male,25-34,5,2021-10-27,Potential Loyalist,North,Uttar Pradesh,Varanasi,Existing
19876,CUST019876,Customer 019876,Male,35-44,1,2023-12-02,Potential Loyalist,North,Delhi,Delhi,Existing
19877,CUST019877,Customer 019877,Male,25-34,6,2022-11-30,Occasional,North,Haryana,Gurugram,Existing
19878,CUST019878,Customer 019878,Female,45-54,13,2025-06-09,Loyal,West,Gujarat,Surat,Existing
19879,CUST019879,Customer 019879,Male,45-54,15,2025-03-20,At Risk,West,Madhya Pradesh,Indore,Existing
19880,CUST019880,Customer 019880,Female,25-34,4,2024-09-12,Loyal,North,Uttar Pradesh,Noida,Existing
19881,CUST019881,Customer 019881,Female,35-44,17,2021-10-12,Loyal,South,Karnataka,Bengaluru,Existing
19882,CUST019882,Customer 019882,Female,25-34,28,2023-07-26,At Risk,East,Jharkhand,Ranchi,Existing
19883,CUST019883,Customer 019883,Male,55+,24,2021-09-19,Loyal,South,Kerala,Thiruvananthapuram,Existing
19884,CUST019884,Customer 019884,Male,35-44,24,2025-10-11,Occasional,South,Kerala,Thiruvananthapuram,New
19885,CUST019885,Customer 019885,Female,18-24,28,2023-09-23,Loyal,East,Jharkhand,Ranchi,Existing
19886,CUST019886,Customer 019886,Female,25-34,13,2024-07-02,At Risk,West,Gujarat,Surat,Existing
19887,CUST019887,Customer 019887,Male,25-34,11,2021-07-13,At Risk,West,Maharashtra,Nagpur,Existing
19888,CUST019888,Customer 019888,Female,25-34,4,2021-03-22,Occasional,North,Uttar Pradesh,Noida,Existing
19889,CUST019889,Customer 019889,Male,25-34,29,2025-06-17,Potential Loyalist,Central,Chhattisgarh,Raipur,Existing
19890,CUST019890,Customer 019890,Male,35-44,7,2022-02-15,Loyal,North,Punjab,Ludhiana,Existing
19891,CUST019891,Customer 019891,Male,35-44,19,2024-03-08,At Risk,South,Tamil Nadu,Chennai,Existing
19892,CUST019892,Customer 019892,Male,25-34,24,2022-12-31,Loyal,South,Kerala,Thiruvananthapuram,Existing
19893,CUST019893,Customer 019893,Female,25-34,7,2023-01-26,Low Value,North,Punjab,Ludhiana,Existing
19894,CUST019894,Customer 019894,Male,25-34,14,2025-03-05,At Risk,West,Goa,Panaji,Existing
19895,CUST019895,Customer 019895,Female,55+,21,2024-02-01,Occasional,South,Telangana,Hyderabad,Existing
19896,CUST019896,Customer 019896,Female,45-54,16,2025-04-17,Low Value,West,Madhya Pradesh,Bhopal,Existing
19897,CUST019897,Customer 019897,Female,35-44,21,2024-10-25,Occasional,South,Telangana,Hyderabad,Existing
19898,CUST019898,Customer 019898,Female,25-34,9,2023-05-05,Loyal,West,Maharashtra,Mumbai,Existing
19899,CUST019899,Customer 019899,Other,35-44,22,2021-02-20,Potential Loyalist,South,Andhra Pradesh,Vijayawada,Existing
19900,CUST019900,Customer 019900,Female,25-34,22,2024-06-15,Occasional,South,Andhra Pradesh,Vijayawada,Existing
19901,CUST019901,Customer 019901,Male,25-34,2,2021-02-09,Occasional,North,Uttar Pradesh,Lucknow,Existing
19902,CUST019902,Customer 019902,Male,55+,27,2023-02-08,Champions,East,Bihar,Patna,Existing
19903,CUST019903,Customer 019903,Male,35-44,16,2023-07-10,Loyal,West,Madhya Pradesh,Bhopal,Existing
19904,CUST019904,Customer 019904,Female,25-34,5,2021-08-11,Occasional,North,Uttar Pradesh,Varanasi,Existing
19905,CUST019905,Customer 019905,Female,18-24,12,2022-06-02,Occasional,West,Gujarat,Ahmedabad,Existing
19906,CUST019906,Customer 019906,Male,25-34,20,2022-08-30,Low Value,South,Tamil Nadu,Coimbatore,Existing
19907,CUST019907,Customer 019907,Female,18-24,26,2022-01-16,Low Value,East,Odisha,Bhubaneswar,Existing
19908,CUST019908,Customer 019908,Female,45-54,15,2021-09-29,Low Value,West,Madhya Pradesh,Indore,Existing
19909,CUST019909,Customer 019909,Male,25-34,3,2024-11-23,Occasional,North,Uttar Pradesh,Kanpur,Existing
19910,CUST019910,Customer 019910,Female,25-34,9,2024-11-30,Occasional,West,Maharashtra,Mumbai,Existing
19911,CUST019911,Customer 019911,Male,25-34,27,2021-05-26,Potential Loyalist,East,Bihar,Patna,Existing
19912,CUST019912,Customer 019912,Male,35-44,28,2022-03-10,Low Value,East,Jharkhand,Ranchi,Existing
19913,CUST019913,Customer 019913,Female,25-34,7,2023-04-20,At Risk,North,Punjab,Ludhiana,Existing
19914,CUST019914,Customer 019914,Male,25-34,4,2021-08-17,At Risk,North,Uttar Pradesh,Noida,Existing
19915,CUST019915,Customer 019915,Male,25-34,25,2023-01-13,At Risk,East,West Bengal,Kolkata,Existing
19916,CUST019916,Customer 019916,Female,45-54,9,2025-05-04,Low Value,West,Maharashtra,Mumbai,Existing
19917,CUST019917,Customer 019917,Male,25-34,28,2022-03-30,Low Value,East,Jharkhand,Ranchi,Existing
19918,CUST019918,Customer 019918,Female,25-34,15,2021-12-29,At Risk,West,Madhya Pradesh,Indore,Existing
19919,CUST019919,Customer 019919,Female,35-44,23,2024-06-28,At Risk,South,Kerala,Kochi,Existing
19920,CUST019920,Customer 019920,Male,25-34,21,2022-01-29,Occasional,South,Telangana,Hyderabad,Existing
19921,CUST019921,Customer 019921,Female,25-34,29,2024-08-11,Potential Loyalist,Central,Chhattisgarh,Raipur,Existing
19922,CUST019922,Customer 019922,Female,18-24,25,2022-07-24,Occasional,East,West Bengal,Kolkata,Existing
19923,CUST019923,Customer 019923,Male,25-34,29,2025-10-01,Occasional,Central,Chhattisgarh,Raipur,New
19924,CUST019924,Customer 019924,Male,45-54,7,2022-11-13,At Risk,North,Punjab,Ludhiana,Existing
19925,CUST019925,Customer 019925,Female,35-44,25,2024-08-17,Potential Loyalist,East,West Bengal,Kolkata,Existing
19926,CUST019926,Customer 019926,Female,25-34,11,2023-01-09,Potential Loyalist,West,Maharashtra,Nagpur,Existing
19927,CUST019927,Customer 019927,Female,45-54,19,2023-11-18,Occasional,South,Tamil Nadu,Chennai,Existing
19928,CUST019928,Customer 019928,Female,45-54,11,2022-08-24,Low Value,West,Maharashtra,Nagpur,Existing
19929,CUST019929,Customer 019929,Female,35-44,25,2022-08-27,Occasional,East,West Bengal,Kolkata,Existing
19930,CUST019930,Customer 019930,Female,35-44,1,2024-01-02,Loyal,North,Delhi,Delhi,Existing
19931,CUST019931,Customer 019931,Male,25-34,21,2025-12-02,Occasional,South,Telangana,Hyderabad,New
19932,CUST019932,Customer 019932,Male,45-54,13,2021-11-09,Occasional,West,Gujarat,Surat,Existing
19933,CUST019933,Customer 019933,Male,25-34,13,2024-01-09,Low Value,West,Gujarat,Surat,Existing
19934,CUST019934,Customer 019934,Female,35-44,2,2023-11-19,Low Value,North,Uttar Pradesh,Lucknow,Existing
19935,CUST019935,Customer 019935,Male,18-24,17,2023-01-17,Loyal,South,Karnataka,Bengaluru,Existing
19936,CUST019936,Customer 019936,Female,45-54,19,2024-08-27,Champions,South,Tamil Nadu,Chennai,Existing
19937,CUST019937,Customer 019937,Male,25-34,23,2022-10-25,At Risk,South,Kerala,Kochi,Existing
19938,CUST019938,Customer 019938,Male,55+,15,2021-02-26,Occasional,West,Madhya Pradesh,Indore,Existing
19939,CUST019939,Customer 019939,Male,25-34,19,2025-08-09,Loyal,South,Tamil Nadu,Chennai,New
19940,CUST019940,Customer 019940,Male,35-44,10,2024-12-04,Low Value,West,Maharashtra,Pune,Existing
19941,CUST019941,Customer 019941,Male,45-54,10,2022-05-10,Low Value,West,Maharashtra,Pune,Existing
19942,CUST019942,Customer 019942,Female,18-24,27,2024-03-02,Occasional,East,Bihar,Patna,Existing
19943,CUST019943,Customer 019943,Male,45-54,9,2023-09-27,Champions,West,Maharashtra,Mumbai,Existing
19944,CUST019944,Customer 019944,Male,25-34,19,2021-05-27,Loyal,South,Tamil Nadu,Chennai,Existing
19945,CUST019945,Customer 019945,Male,25-34,11,2021-08-17,Potential Loyalist,West,Maharashtra,Nagpur,Existing
19946,CUST019946,Customer 019946,Male,45-54,6,2025-09-28,Champions,North,Haryana,Gurugram,New
19947,CUST019947,Customer 019947,Male,35-44,2,2025-06-08,At Risk,North,Uttar Pradesh,Lucknow,Existing
19948,CUST019948,Customer 019948,Female,45-54,24,2025-05-05,Champions,South,Kerala,Thiruvananthapuram,Existing
19949,CUST019949,Customer 019949,Female,25-34,10,2023-05-04,Loyal,West,Maharashtra,Pune,Existing
19950,CUST019950,Customer 019950,Female,35-44,15,2021-11-28,Potential Loyalist,West,Madhya Pradesh,Indore,Existing
19951,CUST019951,Customer 019951,Female,35-44,5,2025-01-12,Potential Loyalist,North,Uttar Pradesh,Varanasi,Existing
19952,CUST019952,Customer 019952,Male,45-54,18,2023-02-15,Potential Loyalist,South,Karnataka,Mysuru,Existing
19953,CUST019953,Customer 019953,Male,35-44,7,2025-01-07,Low Value,North,Punjab,Ludhiana,Existing
19954,CUST019954,Customer 019954,Female,25-34,3,2022-03-18,Low Value,North,Uttar Pradesh,Kanpur,Existing
19955,CUST019955,Customer 019955,Female,35-44,21,2023-09-28,Occasional,South,Telangana,Hyderabad,Existing
19956,CUST019956,Customer 019956,Female,45-54,27,2022-02-15,Loyal,East,Bihar,Patna,Existing
19957,CUST019957,Customer 019957,Female,45-54,25,2021-08-01,Occasional,East,West Bengal,Kolkata,Existing
19958,CUST019958,Customer 019958,Male,45-54,16,2021-04-19,Low Value,West,Madhya Pradesh,Bhopal,Existing
19959,CUST019959,Customer 019959,Male,35-44,17,2025-03-06,Low Value,South,Karnataka,Bengaluru,Existing
19960,CUST019960,Customer 019960,Male,45-54,2,2022-06-29,Occasional,North,Uttar Pradesh,Lucknow,Existing
19961,CUST019961,Customer 019961,Male,25-34,16,2024-01-31,Loyal,West,Madhya Pradesh,Bhopal,Existing
19962,CUST019962,Customer 019962,Male,55+,21,2025-02-13,At Risk,South,Telangana,Hyderabad,Existing
19963,CUST019963,Customer 019963,Male,35-44,20,2022-11-17,Occasional,South,Tamil Nadu,Coimbatore,Existing
19964,CUST019964,Customer 019964,Female,35-44,1,2022-02-25,Potential Loyalist,North,Delhi,Delhi,Existing
19965,CUST019965,Customer 019965,Female,35-44,14,2025-11-08,Loyal,West,Goa,Panaji,New
19966,CUST019966,Customer 019966,Male,25-34,16,2023-06-08,Loyal,West,Madhya Pradesh,Bhopal,Existing
19967,CUST019967,Customer 019967,Male,45-54,23,2025-01-16,Occasional,South,Kerala,Kochi,Existing
19968,CUST019968,Customer 019968,Male,25-34,9,2022-10-01,Potential Loyalist,West,Maharashtra,Mumbai,Existing
19969,CUST019969,Customer 019969,Female,55+,17,2023-01-04,Occasional,South,Karnataka,Bengaluru,Existing
19970,CUST019970,Customer 019970,Male,18-24,8,2025-09-27,Occasional,North,Rajasthan,Jaipur,New
19971,CUST019971,Customer 019971,Female,25-34,9,2022-02-16,Low Value,West,Maharashtra,Mumbai,Existing
19972,CUST019972,Customer 019972,Female,25-34,2,2025-09-23,Champions,North,Uttar Pradesh,Lucknow,New
19973,CUST019973,Customer 019973,Female,25-34,13,2024-01-23,At Risk,West,Gujarat,Surat,Existing
19974,CUST019974,Customer 019974,Female,25-34,1,2022-04-29,Loyal,North,Delhi,Delhi,Existing
19975,CUST019975,Customer 019975,Female,18-24,22,2023-02-10,Low Value,South,Andhra Pradesh,Vijayawada,Existing
19976,CUST019976,Customer 019976,Male,18-24,7,2023-03-31,At Risk,North,Punjab,Ludhiana,Existing
19977,CUST019977,Customer 019977,Male,25-34,18,2021-02-13,Potential Loyalist,South,Karnataka,Mysuru,Existing
19978,CUST019978,Customer 019978,Female,35-44,21,2024-09-01,Occasional,South,Telangana,Hyderabad,Existing
19979,CUST019979,Customer 019979,Male,25-34,5,2021-02-27,Occasional,North,Uttar Pradesh,Varanasi,Existing
19980,CUST019980,Customer 019980,Female,45-54,7,2022-08-30,Occasional,North,Punjab,Ludhiana,Existing
19981,CUST019981,Customer 019981,Male,35-44,12,2024-03-11,Low Value,West,Gujarat,Ahmedabad,Existing
19982,CUST019982,Customer 019982,Male,35-44,27,2022-01-25,Low Value,East,Bihar,Patna,Existing
19983,CUST019983,Customer 019983,Male,35-44,17,2023-02-26,Champions,South,Karnataka,Bengaluru,Existing
19984,CUST019984,Customer 019984,Female,35-44,26,2025-01-09,Occasional,East,Odisha,Bhubaneswar,Existing
19985,CUST019985,Customer 019985,Male,35-44,24,2023-10-26,At Risk,South,Kerala,Thiruvananthapuram,Existing
19986,CUST019986,Customer 019986,Female,18-24,5,2025-11-18,At Risk,North,Uttar Pradesh,Varanasi,New
19987,CUST019987,Customer 019987,Female,35-44,12,2024-12-27,Low Value,West,Gujarat,Ahmedabad,Existing
19988,CUST019988,Customer 019988,Male,25-34,19,2022-03-11,Occasional,South,Tamil Nadu,Chennai,Existing
19989,CUST019989,Customer 019989,Male,45-54,13,2021-05-03,Loyal,West,Gujarat,Surat,Existing
19990,CUST019990,Customer 019990,Male,18-24,16,2023-10-11,Occasional,West,Madhya Pradesh,Bhopal,Existing
19991,CUST019991,Customer 019991,Female,18-24,29,2025-12-23,Potential Loyalist,Central,Chhattisgarh,Raipur,New
19992,CUST019992,Customer 019992,Male,35-44,25,2022-09-18,Potential Loyalist,East,West Bengal,Kolkata,Existing
19993,CUST019993,Customer 019993,Female,45-54,27,2023-08-10,Occasional,East,Bihar,Patna,Existing
19994,CUST019994,Customer 019994,Female,45-54,19,2023-01-29,Potential Loyalist,South,Tamil Nadu,Chennai,Existing
19995,CUST019995,Customer 019995,Female,35-44,23,2023-05-26,Occasional,South,Kerala,Kochi,Existing
19996,CUST019996,Customer 019996,Female,45-54,10,2021-01-18,Low Value,West,Maharashtra,Pune,Existing
19997,CUST019997,Customer 019997,Male,25-34,12,2025-02-17,Low Value,West,Gujarat,Ahmedabad,Existing
