ProductKey,ProductID,ProductName,Category,Subcategory,Brand,Supplier,UnitCost,ListPrice,ProductLaunchDate,ProductStatus
1752,PRD01752,Fashion Mens Apparel Product 1752,Fashion,Mens Apparel,Zenith,Supplier F,642.03,1099.9,2023-07-05,Active
1753,PRD01753,Fashion Kids Apparel Product 1753,Fashion,Kids Apparel,Apex,Supplier F,561.4,876.11,2025-01-17,Inactive
1754,PRD01754,Electronics Accessories Product 1754,Electronics,Accessories,Prime,Supplier F,2090.58,2449.64,2023-06-23,Active
1755,PRD01755,Grocery & FMCG Beverages Product 1755,Grocery & FMCG,Beverages,Prime,Supplier D,129.06,144.47,2022-06-28,Active
1756,PRD01756,Electronics Audio Product 1756,Electronics,Audio,Nova,Supplier F,113268.21,126191.54,2024-02-24,Active
1757,PRD01757,Fashion Accessories Product 1757,Fashion,Accessories,Apex,Supplier D,3608.38,6523.13,2024-03-16,Active
1758,PRD01758,Fashion Kids Apparel Product 1758,Fashion,Kids Apparel,Urban,Supplier E,197.23,323.23,2021-10-07,Active
1759,PRD01759,Beauty & Personal Care Haircare Product 1759,Beauty & Personal Care,Haircare,Urban,Supplier A,235.35,318.1,2021-01-24,Active
1760,PRD01760,Beauty & Personal Care Skincare Product 1760,Beauty & Personal Care,Skincare,Apex,Supplier B,328.09,635.58,2023-08-10,Active
1761,PRD01761,Home & Kitchen Storage Product 1761,Home & Kitchen,Storage,Urban,Supplier F,153.77,213.55,2021-04-30,Active
1762,PRD01762,Electronics Accessories Product 1762,Electronics,Accessories,XBrand,Supplier C,8797.27,11027.93,2024-08-13,Active
1763,PRD01763,Beauty & Personal Care Skincare Product 1763,Beauty & Personal Care,Skincare,Urban,Supplier E,84.56,145.88,2023-05-05,Active
1764,PRD01764,Fashion Womens Apparel Product 1764,Fashion,Womens Apparel,Zenith,Supplier C,2641.52,4286.9,2023-10-13,Active
1765,PRD01765,Grocery & FMCG Beverages Product 1765,Grocery & FMCG,Beverages,XBrand,Supplier B,5853.92,6988.16,2023-08-02,Active
1766,PRD01766,Grocery & FMCG Household Care Product 1766,Grocery & FMCG,Household Care,Apex,Supplier D,22.66,25.96,2024-01-11,Active
1767,PRD01767,Grocery & FMCG Staples Product 1767,Grocery & FMCG,Staples,Urban,Supplier B,210.86,237.19,2022-03-24,Active
1768,PRD01768,Fashion Mens Apparel Product 1768,Fashion,Mens Apparel,Urban,Supplier C,1178.29,1750.38,2023-09-23,Active
1769,PRD01769,Home & Kitchen Furniture Product 1769,Home & Kitchen,Furniture,Vertex,Supplier B,1737.86,2659.21,2025-02-02,Active
1770,PRD01770,Grocery & FMCG Snacks Product 1770,Grocery & FMCG,Snacks,Orion,Supplier A,28.72,34.69,2024-12-17,Active
1771,PRD01771,Fashion Footwear Product 1771,Fashion,Footwear,XBrand,Supplier B,1225.55,1960.09,2023-11-14,Active
1772,PRD01772,Electronics Televisions Product 1772,Electronics,Televisions,XBrand,Supplier F,53615.68,61660.16,2023-12-21,Active
1773,PRD01773,Grocery & FMCG Packaged Food Product 1773,Grocery & FMCG,Packaged Food,Prime,Supplier A,255.12,290.22,2021-03-25,Active
1774,PRD01774,Grocery & FMCG Beverages Product 1774,Grocery & FMCG,Beverages,Nova,Supplier F,169.89,205.31,2021-08-13,Active
1775,PRD01775,Fashion Accessories Product 1775,Fashion,Accessories,Zenith,Supplier B,5590.5,7677.15,2021-07-05,Active
1776,PRD01776,Electronics Accessories Product 1776,Electronics,Accessories,Urban,Supplier A,1210.37,1407.25,2022-01-10,Active
1777,PRD01777,Fashion Mens Apparel Product 1777,Fashion,Mens Apparel,Vertex,Supplier A,275.51,439.98,2021-03-13,Active
1778,PRD01778,Grocery & FMCG Staples Product 1778,Grocery & FMCG,Staples,Nova,Supplier B,42.39,48.85,2021-03-15,Active
1779,PRD01779,Sports & Lifestyle Lifestyle Accessories Product 1779,Sports & Lifestyle,Lifestyle Accessories,Orion,Supplier E,152.32,206.77,2024-09-26,Active
1780,PRD01780,Home & Kitchen Home Decor Product 1780,Home & Kitchen,Home Decor,Orion,Supplier D,8517.38,11545.64,2021-06-02,Active
1781,PRD01781,Electronics Laptops Product 1781,Electronics,Laptops,Zenith,Supplier D,106778.79,133870.83,2021-04-06,Active
1782,PRD01782,Grocery & FMCG Beverages Product 1782,Grocery & FMCG,Beverages,Vertex,Supplier D,170.52,186.27,2022-03-21,Active
1783,PRD01783,Fashion Accessories Product 1783,Fashion,Accessories,Nova,Supplier A,4653.19,8195.8,2024-02-08,Active
1784,PRD01784,Fashion Accessories Product 1784,Fashion,Accessories,Zenith,Supplier D,5383.53,7431.6,2025-01-21,Active
1785,PRD01785,Sports & Lifestyle Sports Equipment Product 1785,Sports & Lifestyle,Sports Equipment,Zenith,Supplier A,29602.21,39560.17,2023-04-08,Active
1786,PRD01786,Electronics Laptops Product 1786,Electronics,Laptops,Zenith,Supplier E,28071.37,35404.53,2023-12-11,Active
1787,PRD01787,Beauty & Personal Care Personal Hygiene Product 1787,Beauty & Personal Care,Personal Hygiene,Zenith,Supplier B,153.63,293.79,2022-01-12,Active
1788,PRD01788,Electronics Laptops Product 1788,Electronics,Laptops,Urban,Supplier B,3162.98,4038.01,2023-02-04,Active
1789,PRD01789,Fashion Kids Apparel Product 1789,Fashion,Kids Apparel,Orion,Supplier A,503.02,899.36,2024-01-02,Active
1790,PRD01790,Grocery & FMCG Packaged Food Product 1790,Grocery & FMCG,Packaged Food,Zenith,Supplier A,23.69,27.9,2021-07-31,Active
1791,PRD01791,Fashion Womens Apparel Product 1791,Fashion,Womens Apparel,Vertex,Supplier E,1571.6,2401.51,2024-12-26,Inactive
1792,PRD01792,Sports & Lifestyle Fitness Product 1792,Sports & Lifestyle,Fitness,XBrand,Supplier D,428.96,651.04,2022-12-25,Active
1793,PRD01793,Fashion Kids Apparel Product 1793,Fashion,Kids Apparel,Prime,Supplier E,403.57,631.14,2024-04-06,Active
1794,PRD01794,Home & Kitchen Storage Product 1794,Home & Kitchen,Storage,Vertex,Supplier B,597.43,908.58,2023-02-14,Active
1795,PRD01795,Home & Kitchen Furniture Product 1795,Home & Kitchen,Furniture,Apex,Supplier B,185.72,236.27,2021-11-27,Active
1796,PRD01796,Home & Kitchen Cookware Product 1796,Home & Kitchen,Cookware,Orion,Supplier F,637.85,850.92,2023-01-21,Active
1797,PRD01797,Fashion Mens Apparel Product 1797,Fashion,Mens Apparel,Zenith,Supplier D,484.71,743.72,2025-02-26,Active
1798,PRD01798,Electronics Accessories Product 1798,Electronics,Accessories,Orion,Supplier B,63112.38,76937.13,2024-03-12,Active
1799,PRD01799,Home & Kitchen Storage Product 1799,Home & Kitchen,Storage,Zenith,Supplier F,5187.25,6444.83,2025-01-08,Active
1800,PRD01800,Fashion Kids Apparel Product 1800,Fashion,Kids Apparel,Urban,Supplier A,3244.12,4526.36,2023-04-04,Active
1801,PRD01801,Beauty & Personal Care Personal Hygiene Product 1801,Beauty & Personal Care,Personal Hygiene,Urban,Supplier B,2564.87,3730.8,2022-01-29,Active
1802,PRD01802,Beauty & Personal Care Haircare Product 1802,Beauty & Personal Care,Haircare,Apex,Supplier C,449.43,678.5,2022-05-27,Active
1803,PRD01803,Beauty & Personal Care Skincare Product 1803,Beauty & Personal Care,Skincare,Orion,Supplier D,3744.17,5212.09,2022-11-17,Active
1804,PRD01804,Electronics Laptops Product 1804,Electronics,Laptops,Zenith,Supplier F,13895.1,15437.1,2022-09-13,Active
1805,PRD01805,Home & Kitchen Home Decor Product 1805,Home & Kitchen,Home Decor,Nova,Supplier D,9075.53,13624.12,2024-09-13,Active
1806,PRD01806,Beauty & Personal Care Skincare Product 1806,Beauty & Personal Care,Skincare,Prime,Supplier D,462.05,735.78,2022-08-27,Active
1807,PRD01807,Fashion Footwear Product 1807,Fashion,Footwear,Nova,Supplier C,7290.86,11289.63,2024-07-06,Active
1808,PRD01808,Electronics Laptops Product 1808,Electronics,Laptops,Apex,Supplier E,8608.02,10259.44,2024-12-31,Active
1809,PRD01809,Grocery & FMCG Household Care Product 1809,Grocery & FMCG,Household Care,Apex,Supplier A,1318.11,1449.57,2022-12-19,Active
1810,PRD01810,Grocery & FMCG Beverages Product 1810,Grocery & FMCG,Beverages,Prime,Supplier D,2883.43,3289.9,2021-12-15,Active
1811,PRD01811,Fashion Womens Apparel Product 1811,Fashion,Womens Apparel,Apex,Supplier B,235.27,396.91,2022-05-30,Active
1812,PRD01812,Electronics Laptops Product 1812,Electronics,Laptops,Apex,Supplier A,5207.9,5748.56,2025-01-12,Active
1813,PRD01813,Grocery & FMCG Snacks Product 1813,Grocery & FMCG,Snacks,Orion,Supplier B,854.47,1027.02,2022-02-03,Active
1814,PRD01814,Beauty & Personal Care Personal Hygiene Product 1814,Beauty & Personal Care,Personal Hygiene,Vertex,Supplier A,3041.48,5956.86,2021-08-02,Active
1815,PRD01815,Grocery & FMCG Staples Product 1815,Grocery & FMCG,Staples,Zenith,Supplier A,4042.29,4394.82,2022-07-16,Active
1816,PRD01816,Grocery & FMCG Staples Product 1816,Grocery & FMCG,Staples,Orion,Supplier F,178.08,212.47,2024-08-05,Active
1817,PRD01817,Grocery & FMCG Snacks Product 1817,Grocery & FMCG,Snacks,Prime,Supplier B,167.48,194.78,2024-07-06,Active
1818,PRD01818,Fashion Kids Apparel Product 1818,Fashion,Kids Apparel,Urban,Supplier B,2173.95,3211.18,2021-09-15,Active
1819,PRD01819,Electronics Accessories Product 1819,Electronics,Accessories,Nova,Supplier A,77285.22,90972.16,2024-11-12,Active
1820,PRD01820,Beauty & Personal Care Haircare Product 1820,Beauty & Personal Care,Haircare,Urban,Supplier D,423.39,845.73,2022-11-25,Active
1821,PRD01821,Beauty & Personal Care Cosmetics Product 1821,Beauty & Personal Care,Cosmetics,Urban,Supplier B,681.12,965.58,2024-07-12,Active
1822,PRD01822,Grocery & FMCG Snacks Product 1822,Grocery & FMCG,Snacks,Vertex,Supplier C,406.76,485.05,2024-08-29,Active
1823,PRD01823,Electronics Audio Product 1823,Electronics,Audio,Nova,Supplier C,37760.96,46641.58,2023-11-30,Active
1824,PRD01824,Home & Kitchen Cookware Product 1824,Home & Kitchen,Cookware,Urban,Supplier A,10789.83,13890.4,2023-09-25,Active
1825,PRD01825,Grocery & FMCG Packaged Food Product 1825,Grocery & FMCG,Packaged Food,Zenith,Supplier E,3525.25,4243.94,2023-03-31,Active
1826,PRD01826,Grocery & FMCG Packaged Food Product 1826,Grocery & FMCG,Packaged Food,Prime,Supplier A,60.62,66.84,2021-07-29,Active
1827,PRD01827,Sports & Lifestyle Outdoor Product 1827,Sports & Lifestyle,Outdoor,Nova,Supplier A,22013.04,35145.78,2021-09-29,Active
1828,PRD01828,Grocery & FMCG Staples Product 1828,Grocery & FMCG,Staples,XBrand,Supplier D,4281.91,5150.48,2024-03-05,Active
1829,PRD01829,Beauty & Personal Care Skincare Product 1829,Beauty & Personal Care,Skincare,Vertex,Supplier D,709.65,1206.07,2022-08-22,Active
1830,PRD01830,Beauty & Personal Care Cosmetics Product 1830,Beauty & Personal Care,Cosmetics,Zenith,Supplier F,904.33,1226.71,2023-12-20,Active
1831,PRD01831,Grocery & FMCG Snacks Product 1831,Grocery & FMCG,Snacks,Urban,Supplier E,1788.02,2056.46,2025-03-14,Active
1832,PRD01832,Beauty & Personal Care Cosmetics Product 1832,Beauty & Personal Care,Cosmetics,Zenith,Supplier E,1228.29,1967.34,2025-03-19,Active
1833,PRD01833,Beauty & Personal Care Cosmetics Product 1833,Beauty & Personal Care,Cosmetics,Zenith,Supplier E,677.42,958.09,2023-11-05,Active
1834,PRD01834,Electronics Televisions Product 1834,Electronics,Televisions,Apex,Supplier E,3085.85,3437.28,2023-10-20,Inactive
1835,PRD01835,Fashion Womens Apparel Product 1835,Fashion,Womens Apparel,Nova,Supplier E,357.27,643.26,2021-09-12,Active
1836,PRD01836,Beauty & Personal Care Cosmetics Product 1836,Beauty & Personal Care,Cosmetics,XBrand,Supplier A,137.01,200.69,2023-01-07,Active
1837,PRD01837,Home & Kitchen Furniture Product 1837,Home & Kitchen,Furniture,Apex,Supplier A,4920.0,6868.92,2022-12-23,Active
1838,PRD01838,Home & Kitchen Cookware Product 1838,Home & Kitchen,Cookware,Zenith,Supplier F,343.22,501.0,2022-06-19,Active
1839,PRD01839,Home & Kitchen Cookware Product 1839,Home & Kitchen,Cookware,XBrand,Supplier C,17203.25,22065.17,2024-06-12,Active
1840,PRD01840,Home & Kitchen Storage Product 1840,Home & Kitchen,Storage,Zenith,Supplier C,742.18,1123.59,2024-02-29,Active
1841,PRD01841,Home & Kitchen Home Decor Product 1841,Home & Kitchen,Home Decor,Urban,Supplier F,19726.37,28125.3,2023-10-21,Active
1842,PRD01842,Fashion Mens Apparel Product 1842,Fashion,Mens Apparel,Zenith,Supplier F,274.92,412.57,2021-01-17,Active
1843,PRD01843,Sports & Lifestyle Fitness Product 1843,Sports & Lifestyle,Fitness,Apex,Supplier B,2946.4,3864.03,2023-06-01,Active
1844,PRD01844,Fashion Kids Apparel Product 1844,Fashion,Kids Apparel,Urban,Supplier A,1089.04,1729.2,2023-08-12,Active
1845,PRD01845,Electronics Wearables Product 1845,Electronics,Wearables,Apex,Supplier E,3594.97,4434.58,2023-04-06,Active
1846,PRD01846,Electronics Televisions Product 1846,Electronics,Televisions,Nova,Supplier B,56911.86,65064.83,2023-09-19,Active
1847,PRD01847,Beauty & Personal Care Skincare Product 1847,Beauty & Personal Care,Skincare,Zenith,Supplier D,3438.84,4749.09,2023-05-28,Active
1848,PRD01848,Fashion Womens Apparel Product 1848,Fashion,Womens Apparel,Orion,Supplier A,5716.93,7946.26,2021-07-04,Active
1849,PRD01849,Grocery & FMCG Staples Product 1849,Grocery & FMCG,Staples,Prime,Supplier F,28.66,33.48,2024-11-15,Active
1850,PRD01850,Beauty & Personal Care Grooming Product 1850,Beauty & Personal Care,Grooming,Orion,Supplier C,457.19,874.12,2024-12-17,Active
1851,PRD01851,Grocery & FMCG Beverages Product 1851,Grocery & FMCG,Beverages,Prime,Supplier A,170.33,191.1,2025-01-05,Active
1852,PRD01852,Home & Kitchen Home Decor Product 1852,Home & Kitchen,Home Decor,Orion,Supplier F,2975.61,4007.61,2023-11-02,Active
1853,PRD01853,Beauty & Personal Care Grooming Product 1853,Beauty & Personal Care,Grooming,XBrand,Supplier A,279.8,485.28,2025-03-24,Active
1854,PRD01854,Home & Kitchen Storage Product 1854,Home & Kitchen,Storage,Vertex,Supplier A,12771.18,18920.48,2021-03-21,Active
1855,PRD01855,Sports & Lifestyle Fitness Product 1855,Sports & Lifestyle,Fitness,Apex,Supplier A,25862.54,34637.23,2023-03-20,Active
1856,PRD01856,Beauty & Personal Care Haircare Product 1856,Beauty & Personal Care,Haircare,Urban,Supplier D,1757.19,2697.42,2021-10-29,Active
1857,PRD01857,Home & Kitchen Storage Product 1857,Home & Kitchen,Storage,Vertex,Supplier C,8527.63,11538.12,2024-05-24,Inactive
1858,PRD01858,Home & Kitchen Storage Product 1858,Home & Kitchen,Storage,Nova,Supplier A,53645.95,77067.93,2024-06-25,Inactive
1859,PRD01859,Home & Kitchen Home Decor Product 1859,Home & Kitchen,Home Decor,Nova,Supplier F,40797.27,60168.07,2024-07-19,Active
1860,PRD01860,Beauty & Personal Care Skincare Product 1860,Beauty & Personal Care,Skincare,Nova,Supplier D,3490.48,6388.2,2021-05-13,Active
1861,PRD01861,Home & Kitchen Furniture Product 1861,Home & Kitchen,Furniture,Prime,Supplier B,2427.41,3123.29,2023-10-26,Active
1862,PRD01862,Beauty & Personal Care Skincare Product 1862,Beauty & Personal Care,Skincare,Urban,Supplier A,407.39,546.88,2023-01-26,Active
1863,PRD01863,Home & Kitchen Furniture Product 1863,Home & Kitchen,Furniture,Nova,Supplier D,3382.47,4607.39,2022-09-21,Active
1864,PRD01864,Beauty & Personal Care Haircare Product 1864,Beauty & Personal Care,Haircare,Nova,Supplier E,566.24,1117.97,2023-10-07,Active
1865,PRD01865,Grocery & FMCG Beverages Product 1865,Grocery & FMCG,Beverages,Orion,Supplier B,5213.19,5767.89,2023-02-12,Active
1866,PRD01866,Grocery & FMCG Snacks Product 1866,Grocery & FMCG,Snacks,XBrand,Supplier C,173.75,197.99,2021-05-21,Active
1867,PRD01867,Grocery & FMCG Beverages Product 1867,Grocery & FMCG,Beverages,Apex,Supplier A,157.93,187.97,2022-04-28,Active
1868,PRD01868,Electronics Wearables Product 1868,Electronics,Wearables,Apex,Supplier A,10427.99,12415.66,2024-08-21,Active
1869,PRD01869,Electronics Smartphones Product 1869,Electronics,Smartphones,Zenith,Supplier D,56088.79,69488.2,2021-12-11,Active
1870,PRD01870,Beauty & Personal Care Haircare Product 1870,Beauty & Personal Care,Haircare,Apex,Supplier C,104.15,182.24,2024-07-17,Active
1871,PRD01871,Home & Kitchen Kitchen Appliances Product 1871,Home & Kitchen,Kitchen Appliances,Vertex,Supplier E,2085.8,2709.14,2024-02-06,Active
1872,PRD01872,Fashion Mens Apparel Product 1872,Fashion,Mens Apparel,Orion,Supplier B,237.32,363.68,2022-04-19,Active
1873,PRD01873,Electronics Accessories Product 1873,Electronics,Accessories,Orion,Supplier F,4544.51,5136.27,2024-01-11,Active
1874,PRD01874,Home & Kitchen Cookware Product 1874,Home & Kitchen,Cookware,XBrand,Supplier C,8836.5,12821.62,2024-01-13,Active
1875,PRD01875,Electronics Smartphones Product 1875,Electronics,Smartphones,Prime,Supplier A,2627.81,2877.97,2024-08-06,Active
1876,PRD01876,Grocery & FMCG Beverages Product 1876,Grocery & FMCG,Beverages,Vertex,Supplier D,3590.09,3906.5,2023-12-31,Active
1877,PRD01877,Home & Kitchen Cookware Product 1877,Home & Kitchen,Cookware,XBrand,Supplier E,39137.32,54867.61,2021-06-24,Active
1878,PRD01878,Fashion Womens Apparel Product 1878,Fashion,Womens Apparel,Nova,Supplier D,738.72,1054.25,2023-04-22,Active
1879,PRD01879,Electronics Televisions Product 1879,Electronics,Televisions,Urban,Supplier B,742.95,837.57,2025-01-26,Active
1880,PRD01880,Beauty & Personal Care Skincare Product 1880,Beauty & Personal Care,Skincare,Vertex,Supplier C,111.59,186.94,2024-11-19,Active
1881,PRD01881,Home & Kitchen Home Decor Product 1881,Home & Kitchen,Home Decor,Vertex,Supplier D,394.44,540.23,2023-05-16,Active
1882,PRD01882,Grocery & FMCG Beverages Product 1882,Grocery & FMCG,Beverages,Nova,Supplier F,696.98,782.95,2024-01-20,Active
1883,PRD01883,Grocery & FMCG Packaged Food Product 1883,Grocery & FMCG,Packaged Food,Nova,Supplier F,22.79,24.87,2022-04-14,Active
1884,PRD01884,Home & Kitchen Storage Product 1884,Home & Kitchen,Storage,Urban,Supplier D,161.82,233.06,2024-12-28,Active
1885,PRD01885,Sports & Lifestyle Sports Equipment Product 1885,Sports & Lifestyle,Sports Equipment,Apex,Supplier A,688.62,1074.72,2024-06-26,Active
1886,PRD01886,Sports & Lifestyle Sports Equipment Product 1886,Sports & Lifestyle,Sports Equipment,Vertex,Supplier D,1393.52,1964.37,2022-10-06,Active
1887,PRD01887,Grocery & FMCG Beverages Product 1887,Grocery & FMCG,Beverages,XBrand,Supplier E,411.19,484.49,2022-11-12,Active
1888,PRD01888,Grocery & FMCG Staples Product 1888,Grocery & FMCG,Staples,Prime,Supplier C,99.36,109.45,2023-08-13,Active
1889,PRD01889,Home & Kitchen Furniture Product 1889,Home & Kitchen,Furniture,Nova,Supplier B,4268.61,5584.16,2023-04-29,Active
1890,PRD01890,Beauty & Personal Care Cosmetics Product 1890,Beauty & Personal Care,Cosmetics,Nova,Supplier F,448.87,763.04,2021-08-29,Active
1891,PRD01891,Electronics Laptops Product 1891,Electronics,Laptops,Prime,Supplier D,8844.89,10616.07,2022-12-03,Active
1892,PRD01892,Electronics Smartphones Product 1892,Electronics,Smartphones,XBrand,Supplier E,11264.91,13797.8,2025-02-28,Active
1893,PRD01893,Sports & Lifestyle Fitness Product 1893,Sports & Lifestyle,Fitness,Zenith,Supplier F,5829.16,8409.52,2021-12-06,Active
1894,PRD01894,Home & Kitchen Storage Product 1894,Home & Kitchen,Storage,Nova,Supplier F,7832.85,11664.8,2023-03-04,Active
1895,PRD01895,Grocery & FMCG Packaged Food Product 1895,Grocery & FMCG,Packaged Food,Prime,Supplier B,257.97,293.57,2023-01-14,Active
1896,PRD01896,Grocery & FMCG Beverages Product 1896,Grocery & FMCG,Beverages,Orion,Supplier F,1991.06,2310.5,2025-02-03,Active
1897,PRD01897,Grocery & FMCG Snacks Product 1897,Grocery & FMCG,Snacks,Nova,Supplier E,25.83,31.09,2022-04-08,Inactive
1898,PRD01898,Sports & Lifestyle Outdoor Product 1898,Sports & Lifestyle,Outdoor,Apex,Supplier F,152.36,234.29,2023-03-12,Active
1899,PRD01899,Home & Kitchen Furniture Product 1899,Home & Kitchen,Furniture,Apex,Supplier F,12391.95,18833.58,2024-07-22,Active
1900,PRD01900,Electronics Smartphones Product 1900,Electronics,Smartphones,Nova,Supplier D,887.28,1060.78,2021-01-15,Active
1901,PRD01901,Fashion Footwear Product 1901,Fashion,Footwear,Orion,Supplier D,1091.83,1596.54,2023-12-01,Active
1902,PRD01902,Electronics Laptops Product 1902,Electronics,Laptops,Nova,Supplier C,1078.46,1282.01,2021-07-27,Active
1903,PRD01903,Electronics Smartphones Product 1903,Electronics,Smartphones,Zenith,Supplier A,8881.57,9809.96,2023-12-20,Active
1904,PRD01904,Home & Kitchen Storage Product 1904,Home & Kitchen,Storage,Zenith,Supplier E,5440.3,7832.87,2021-12-31,Active
1905,PRD01905,Grocery & FMCG Beverages Product 1905,Grocery & FMCG,Beverages,Apex,Supplier A,1952.94,2354.46,2024-06-17,Active
1906,PRD01906,Fashion Kids Apparel Product 1906,Fashion,Kids Apparel,Zenith,Supplier A,831.1,1485.74,2022-08-31,Inactive
1907,PRD01907,Home & Kitchen Cookware Product 1907,Home & Kitchen,Cookware,Orion,Supplier F,27472.51,35697.37,2021-06-09,Active
1908,PRD01908,Beauty & Personal Care Haircare Product 1908,Beauty & Personal Care,Haircare,Zenith,Supplier B,132.39,206.49,2022-02-01,Active
1909,PRD01909,Home & Kitchen Furniture Product 1909,Home & Kitchen,Furniture,Nova,Supplier B,1599.95,2215.61,2023-03-05,Active
1910,PRD01910,Electronics Accessories Product 1910,Electronics,Accessories,Orion,Supplier F,13805.75,16939.53,2022-05-15,Active
1911,PRD01911,Grocery & FMCG Household Care Product 1911,Grocery & FMCG,Household Care,XBrand,Supplier E,432.53,475.56,2021-07-28,Active
1912,PRD01912,Beauty & Personal Care Haircare Product 1912,Beauty & Personal Care,Haircare,XBrand,Supplier A,3496.99,5199.53,2024-03-02,Active
1913,PRD01913,Grocery & FMCG Household Care Product 1913,Grocery & FMCG,Household Care,Urban,Supplier C,7598.38,8366.29,2024-11-05,Active
1914,PRD01914,Electronics Accessories Product 1914,Electronics,Accessories,XBrand,Supplier A,109371.56,120551.73,2022-03-09,Active
1915,PRD01915,Grocery & FMCG Packaged Food Product 1915,Grocery & FMCG,Packaged Food,Vertex,Supplier B,76.94,84.06,2022-09-01,Active
1916,PRD01916,Beauty & Personal Care Cosmetics Product 1916,Beauty & Personal Care,Cosmetics,Orion,Supplier A,1378.03,2564.12,2022-01-24,Active
1917,PRD01917,Fashion Kids Apparel Product 1917,Fashion,Kids Apparel,Vertex,Supplier D,923.17,1635.97,2023-09-24,Active
1918,PRD01918,Beauty & Personal Care Haircare Product 1918,Beauty & Personal Care,Haircare,Vertex,Supplier D,894.33,1509.42,2022-08-06,Active
1919,PRD01919,Grocery & FMCG Packaged Food Product 1919,Grocery & FMCG,Packaged Food,Nova,Supplier C,3406.73,3826.41,2022-03-08,Inactive
1920,PRD01920,Beauty & Personal Care Personal Hygiene Product 1920,Beauty & Personal Care,Personal Hygiene,Nova,Supplier E,265.85,507.82,2024-07-21,Active
1921,PRD01921,Beauty & Personal Care Personal Hygiene Product 1921,Beauty & Personal Care,Personal Hygiene,Prime,Supplier A,3202.89,6331.33,2021-12-17,Active
1922,PRD01922,Sports & Lifestyle Fitness Product 1922,Sports & Lifestyle,Fitness,Orion,Supplier D,18408.11,23766.94,2021-05-14,Active
1923,PRD01923,Grocery & FMCG Household Care Product 1923,Grocery & FMCG,Household Care,Vertex,Supplier E,2939.23,3343.78,2023-12-26,Active
1924,PRD01924,Fashion Kids Apparel Product 1924,Fashion,Kids Apparel,Vertex,Supplier D,9485.31,14469.37,2022-10-01,Active
1925,PRD01925,Beauty & Personal Care Skincare Product 1925,Beauty & Personal Care,Skincare,XBrand,Supplier E,787.77,1275.63,2024-05-13,Active
1926,PRD01926,Fashion Footwear Product 1926,Fashion,Footwear,Apex,Supplier E,774.54,1053.8,2024-08-14,Active
1927,PRD01927,Home & Kitchen Storage Product 1927,Home & Kitchen,Storage,Orion,Supplier D,29248.81,42789.88,2021-04-27,Active
1928,PRD01928,Beauty & Personal Care Skincare Product 1928,Beauty & Personal Care,Skincare,Apex,Supplier F,104.77,188.49,2024-07-14,Active
1929,PRD01929,Sports & Lifestyle Outdoor Product 1929,Sports & Lifestyle,Outdoor,Orion,Supplier B,3949.44,5499.3,2021-05-29,Active
1930,PRD01930,Sports & Lifestyle Lifestyle Accessories Product 1930,Sports & Lifestyle,Lifestyle Accessories,Orion,Supplier E,480.74,765.45,2024-05-02,Active
1931,PRD01931,Home & Kitchen Storage Product 1931,Home & Kitchen,Storage,Urban,Supplier F,9633.29,13252.85,2021-06-28,Active
1932,PRD01932,Fashion Womens Apparel Product 1932,Fashion,Womens Apparel,Prime,Supplier A,2380.01,3252.32,2021-05-28,Active
1933,PRD01933,Home & Kitchen Home Decor Product 1933,Home & Kitchen,Home Decor,Apex,Supplier F,2685.75,3412.34,2022-04-10,Active
1934,PRD01934,Sports & Lifestyle Fitness Product 1934,Sports & Lifestyle,Fitness,Urban,Supplier D,401.25,600.9,2023-09-03,Active
1935,PRD01935,Sports & Lifestyle Fitness Product 1935,Sports & Lifestyle,Fitness,XBrand,Supplier F,17969.82,24984.15,2022-07-23,Inactive
1936,PRD01936,Beauty & Personal Care Haircare Product 1936,Beauty & Personal Care,Haircare,Prime,Supplier B,151.8,258.25,2023-10-26,Active
1937,PRD01937,Grocery & FMCG Snacks Product 1937,Grocery & FMCG,Snacks,Prime,Supplier D,3795.6,4490.94,2022-06-10,Active
1938,PRD01938,Beauty & Personal Care Grooming Product 1938,Beauty & Personal Care,Grooming,Vertex,Supplier C,3360.66,5456.84,2021-10-07,Active
1939,PRD01939,Beauty & Personal Care Cosmetics Product 1939,Beauty & Personal Care,Cosmetics,Orion,Supplier A,2274.92,3181.78,2022-05-14,Active
1940,PRD01940,Electronics Accessories Product 1940,Electronics,Accessories,Zenith,Supplier C,4281.67,4947.26,2023-04-16,Active
1941,PRD01941,Fashion Footwear Product 1941,Fashion,Footwear,Orion,Supplier F,1248.85,2213.55,2022-03-12,Active
1942,PRD01942,Beauty & Personal Care Cosmetics Product 1942,Beauty & Personal Care,Cosmetics,Nova,Supplier E,4010.34,5598.15,2023-03-27,Active
1943,PRD01943,Beauty & Personal Care Haircare Product 1943,Beauty & Personal Care,Haircare,Orion,Supplier F,145.18,219.77,2024-05-24,Active
1944,PRD01944,Fashion Accessories Product 1944,Fashion,Accessories,Orion,Supplier E,585.27,933.38,2022-11-18,Active
1945,PRD01945,Sports & Lifestyle Outdoor Product 1945,Sports & Lifestyle,Outdoor,Orion,Supplier C,14511.4,23885.43,2023-04-08,Active
1946,PRD01946,Electronics Accessories Product 1946,Electronics,Accessories,Vertex,Supplier C,19636.88,24464.83,2023-08-27,Active
1947,PRD01947,Fashion Footwear Product 1947,Fashion,Footwear,XBrand,Supplier E,1655.67,2337.41,2025-03-19,Active
