TargetKey,TargetMonth,StoreKey,Category,RevenueTarget,ProfitTarget,UnitsTarget
3569,2025-08-01,115,Grocery & FMCG,28163.04,6253.05,20
3570,2025-08-01,115,Sports & Lifestyle,14928.62,3324.77,20
3571,2025-08-01,116,Electronics,54253.94,15780.97,28
3572,2025-08-01,116,Home & Kitchen,64445.9,17473.96,60
3573,2025-08-01,116,Fashion,65872.54,14678.89,30
3574,2025-08-01,116,Beauty & Personal Care,54959.89,12402.9,29
3575,2025-08-01,116,Grocery & FMCG,54063.03,8554.85,22
3576,2025-08-01,116,Sports & Lifestyle,35579.53,8144.28,20
3577,2025-08-01,117,Electronics,72616.86,19536.91,44
3578,2025-08-01,117,Home & Kitchen,62029.57,15172.35,47
3579,2025-08-01,117,Fashion,76970.21,15959.07,76
3580,2025-08-01,117,Beauty & Personal Care,60961.45,17877.08,37
3581,2025-08-01,117,Grocery & FMCG,45353.84,10827.55,26
3582,2025-08-01,117,Sports & Lifestyle,35436.11,7552.56,20
3583,2025-08-01,118,Electronics,25351.78,4034.51,20
3584,2025-08-01,118,Home & Kitchen,22101.6,3675.42,23
3585,2025-08-01,118,Fashion,26349.87,6636.61,20
3586,2025-08-01,118,Beauty & Personal Care,20408.03,4403.17,24
3587,2025-08-01,118,Grocery & FMCG,24689.26,3895.05,20
3588,2025-08-01,118,Sports & Lifestyle,13171.42,3313.74,20
3589,2025-08-01,119,Electronics,46772.83,12732.12,37
3590,2025-08-01,119,Home & Kitchen,42163.89,8614.03,38
3591,2025-08-01,119,Fashion,49851.2,13150.43,24
3592,2025-08-01,119,Beauty & Personal Care,33262.22,7478.99,20
3593,2025-08-01,119,Grocery & FMCG,38219.94,8857.91,32
3594,2025-08-01,119,Sports & Lifestyle,17327.38,3584.32,20
3595,2025-08-01,120,Electronics,32640.71,7876.82,20
3596,2025-08-01,120,Home & Kitchen,34374.37,6599.53,23
3597,2025-08-01,120,Fashion,24584.83,4865.41,20
3598,2025-08-01,120,Beauty & Personal Care,28062.15,6234.86,20
3599,2025-08-01,120,Grocery & FMCG,26061.1,5455.2,20
3600,2025-08-01,120,Sports & Lifestyle,14869.88,3171.42,20
3601,2025-09-01,1,Electronics,60181.94,12627.26,62
3602,2025-09-01,1,Home & Kitchen,63389.07,11702.16,32
3603,2025-09-01,1,Fashion,72498.59,20600.38,36
3604,2025-09-01,1,Beauty & Personal Care,58488.13,15177.07,26
3605,2025-09-01,1,Grocery & FMCG,61347.8,10509.58,68
3606,2025-09-01,1,Sports & Lifestyle,34027.23,10161.34,20
3607,2025-09-01,2,Electronics,55737.24,13279.75,24
3608,2025-09-01,2,Home & Kitchen,49975.62,8087.51,36
3609,2025-09-01,2,Fashion,48991.84,7601.68,20
3610,2025-09-01,2,Beauty & Personal Care,44803.08,10149.24,27
3611,2025-09-01,2,Grocery & FMCG,43441.16,10033.48,28
3612,2025-09-01,2,Sports & Lifestyle,22557.51,6626.0,26
3613,2025-09-01,3,Electronics,63018.21,14131.08,30
3614,2025-09-01,3,Home & Kitchen,56368.27,11422.74,24
3615,2025-09-01,3,Fashion,69471.23,14123.22,37
3616,2025-09-01,3,Beauty & Personal Care,54962.68,10825.91,25
3617,2025-09-01,3,Grocery & FMCG,48832.6,8137.86,20
3618,2025-09-01,3,Sports & Lifestyle,29834.65,4634.82,20
3619,2025-09-01,4,Electronics,48697.39,11197.6,45
3620,2025-09-01,4,Home & Kitchen,58763.43,10266.01,65
3621,2025-09-01,4,Fashion,48595.6,11086.79,38
3622,2025-09-01,4,Beauty & Personal Care,45037.44,7256.48,31
3623,2025-09-01,4,Grocery & FMCG,47982.24,6897.18,27
3624,2025-09-01,4,Sports & Lifestyle,29910.38,5984.64,34
3625,2025-09-01,5,Electronics,46573.32,11820.48,30
3626,2025-09-01,5,Home & Kitchen,48393.22,9548.13,45
3627,2025-09-01,5,Fashion,55732.07,14453.96,32
3628,2025-09-01,5,Beauty & Personal Care,46020.4,8166.16,25
3629,2025-09-01,5,Grocery & FMCG,44387.92,11908.86,23
3630,2025-09-01,5,Sports & Lifestyle,31692.61,4938.73,20
3631,2025-09-01,6,Electronics,30826.42,7753.46,34
3632,2025-09-01,6,Home & Kitchen,28573.28,5392.72,25
3633,2025-09-01,6,Fashion,34935.03,5357.97,42
3634,2025-09-01,6,Beauty & Personal Care,23906.8,4540.5,20
3635,2025-09-01,6,Grocery & FMCG,31692.28,9276.34,21
3636,2025-09-01,6,Sports & Lifestyle,15968.32,4255.96,20
3637,2025-09-01,7,Electronics,39789.72,9245.63,21
3638,2025-09-01,7,Home & Kitchen,42007.78,9363.04,24
3639,2025-09-01,7,Fashion,39159.94,7805.72,37
3640,2025-09-01,7,Beauty & Personal Care,34200.57,8614.47,26
3641,2025-09-01,7,Grocery & FMCG,32798.32,5183.22,21
3642,2025-09-01,7,Sports & Lifestyle,22097.97,3397.21,20
3643,2025-09-01,8,Electronics,52738.86,10861.47,31
3644,2025-09-01,8,Home & Kitchen,46925.07,9117.42,22
3645,2025-09-01,8,Fashion,60946.79,16403.18,26
3646,2025-09-01,8,Beauty & Personal Care,49703.0,8414.88,55
3647,2025-09-01,8,Grocery & FMCG,54116.84,8877.95,25
3648,2025-09-01,8,Sports & Lifestyle,27677.17,6407.29,24
3649,2025-09-01,9,Electronics,68888.0,18652.53,29
3650,2025-09-01,9,Home & Kitchen,55458.18,9620.08,33
3651,2025-09-01,9,Fashion,61305.59,15571.65,38
3652,2025-09-01,9,Beauty & Personal Care,59973.7,11004.0,32
3653,2025-09-01,9,Grocery & FMCG,53317.71,11260.05,26
3654,2025-09-01,9,Sports & Lifestyle,33511.58,8981.51,20
3655,2025-09-01,10,Electronics,59804.0,11304.9,49
3656,2025-09-01,10,Home & Kitchen,48273.31,10101.45,28
3657,2025-09-01,10,Fashion,51730.64,14251.59,30
3658,2025-09-01,10,Beauty & Personal Care,48829.18,9216.66,24
3659,2025-09-01,10,Grocery & FMCG,56891.2,10557.31,28
3660,2025-09-01,10,Sports & Lifestyle,31745.35,6337.7,20
3661,2025-09-01,11,Electronics,42489.0,11140.42,21
3662,2025-09-01,11,Home & Kitchen,44370.59,6387.42,29
3663,2025-09-01,11,Fashion,43585.71,7754.25,20
3664,2025-09-01,11,Beauty & Personal Care,38553.96,10582.39,20
3665,2025-09-01,11,Grocery & FMCG,48003.48,7870.25,21
3666,2025-09-01,11,Sports & Lifestyle,24136.97,3496.81,20
3667,2025-09-01,12,Electronics,47319.98,12545.71,49
3668,2025-09-01,12,Home & Kitchen,48709.71,8783.4,22
3669,2025-09-01,12,Fashion,59779.54,10877.55,53
3670,2025-09-01,12,Beauty & Personal Care,39882.44,5771.21,20
3671,2025-09-01,12,Grocery & FMCG,42278.85,6630.07,47
3672,2025-09-01,12,Sports & Lifestyle,27790.66,8053.93,20
3673,2025-09-01,13,Electronics,43296.75,9987.54,35
3674,2025-09-01,13,Home & Kitchen,37730.49,10217.78,43
3675,2025-09-01,13,Fashion,45387.73,11604.49,22
3676,2025-09-01,13,Beauty & Personal Care,36860.11,7328.98,20
3677,2025-09-01,13,Grocery & FMCG,37271.63,6646.27,26
3678,2025-09-01,13,Sports & Lifestyle,22678.18,5890.55,20
3679,2025-09-01,14,Electronics,64162.42,9070.49,30
3680,2025-09-01,14,Home & Kitchen,52226.4,7410.66,51
3681,2025-09-01,14,Fashion,82119.2,22370.24,34
3682,2025-09-01,14,Beauty & Personal Care,56269.16,10902.87,29
3683,2025-09-01,14,Grocery & FMCG,58008.05,12484.77,27
3684,2025-09-01,14,Sports & Lifestyle,28744.32,8114.55,20
3685,2025-09-01,15,Electronics,58903.06,11917.33,29
3686,2025-09-01,15,Home & Kitchen,50486.06,9582.3,26
3687,2025-09-01,15,Fashion,47568.65,11757.82,20
3688,2025-09-01,15,Beauty & Personal Care,45467.46,12797.99,35
3689,2025-09-01,15,Grocery & FMCG,48474.28,7133.7,59
3690,2025-09-01,15,Sports & Lifestyle,31699.89,8455.45,20
3691,2025-09-01,16,Electronics,66067.76,13054.59,45
3692,2025-09-01,16,Home & Kitchen,65184.12,16922.23,80
3693,2025-09-01,16,Fashion,69134.95,15427.97,41
3694,2025-09-01,16,Beauty & Personal Care,45833.88,13532.3,24
3695,2025-09-01,16,Grocery & FMCG,54700.22,10893.64,44
3696,2025-09-01,16,Sports & Lifestyle,26700.94,6438.68,20
3697,2025-09-01,17,Electronics,71207.47,14732.41,39
3698,2025-09-01,17,Home & Kitchen,57700.6,14224.38,52
3699,2025-09-01,17,Fashion,59224.26,11843.63,31
3700,2025-09-01,17,Beauty & Personal Care,47357.44,7721.0,25
3701,2025-09-01,17,Grocery & FMCG,48647.96,8755.89,24
3702,2025-09-01,17,Sports & Lifestyle,26785.14,7016.82,20
3703,2025-09-01,18,Electronics,22598.61,5896.65,28
3704,2025-09-01,18,Home & Kitchen,23939.01,3577.62,20
3705,2025-09-01,18,Fashion,29879.77,5586.85,20
3706,2025-09-01,18,Beauty & Personal Care,25412.5,6127.16,22
3707,2025-09-01,18,Grocery & FMCG,26858.88,7166.86,25
3708,2025-09-01,18,Sports & Lifestyle,12532.8,2557.72,20
3709,2025-09-01,19,Electronics,34246.88,5491.09,20
3710,2025-09-01,19,Home & Kitchen,38081.38,8781.06,27
3711,2025-09-01,19,Fashion,40129.27,7034.48,28
3712,2025-09-01,19,Beauty & Personal Care,40227.27,6736.88,22
3713,2025-09-01,19,Grocery & FMCG,35021.26,9310.98,20
3714,2025-09-01,19,Sports & Lifestyle,19988.62,5124.59,20
3715,2025-09-01,20,Electronics,48043.82,11761.07,28
3716,2025-09-01,20,Home & Kitchen,37848.9,11163.83,27
3717,2025-09-01,20,Fashion,38826.27,6992.04,32
3718,2025-09-01,20,Beauty & Personal Care,36904.28,9273.2,29
3719,2025-09-01,20,Grocery & FMCG,36058.24,5101.89,25
3720,2025-09-01,20,Sports & Lifestyle,22850.31,6004.47,26
3721,2025-09-01,21,Electronics,60800.21,11550.94,65
3722,2025-09-01,21,Home & Kitchen,67498.43,16071.22,31
3723,2025-09-01,21,Fashion,65575.45,19255.51,31
3724,2025-09-01,21,Beauty & Personal Care,51347.02,13211.86,51
3725,2025-09-01,21,Grocery & FMCG,65603.53,12434.17,60
3726,2025-09-01,21,Sports & Lifestyle,36948.15,10173.31,39
3727,2025-09-01,22,Electronics,65404.47,11030.05,28
3728,2025-09-01,22,Home & Kitchen,62595.47,15179.76,28
3729,2025-09-01,22,Fashion,67830.15,17602.62,64
3730,2025-09-01,22,Beauty & Personal Care,59970.94,11392.78,54
3731,2025-09-01,22,Grocery & FMCG,66954.93,10561.5,31
3732,2025-09-01,22,Sports & Lifestyle,32824.83,4902.08,20
3733,2025-09-01,23,Electronics,39063.65,10628.33,28
3734,2025-09-01,23,Home & Kitchen,58955.27,13867.79,25
3735,2025-09-01,23,Fashion,57446.99,16107.53,34
3736,2025-09-01,23,Beauty & Personal Care,45211.96,7158.14,54
3737,2025-09-01,23,Grocery & FMCG,49033.57,8160.13,49
3738,2025-09-01,23,Sports & Lifestyle,27641.75,5429.6,20
3739,2025-09-01,24,Electronics,56778.81,9981.67,39
3740,2025-09-01,24,Home & Kitchen,61589.62,18012.74,27
3741,2025-09-01,24,Fashion,50425.1,11729.47,60
3742,2025-09-01,24,Beauty & Personal Care,46548.28,8395.08,27
3743,2025-09-01,24,Grocery & FMCG,51409.78,10923.15,49
3744,2025-09-01,24,Sports & Lifestyle,26763.29,7330.08,20
3745,2025-09-01,25,Electronics,60466.12,18013.52,26
3746,2025-09-01,25,Home & Kitchen,56226.39,11216.67,33
3747,2025-09-01,25,Fashion,79365.08,19868.31,47
3748,2025-09-01,25,Beauty & Personal Care,55841.59,13784.42,25
3749,2025-09-01,25,Grocery & FMCG,49968.14,8963.62,21
3750,2025-09-01,25,Sports & Lifestyle,32581.91,8438.12,35
3751,2025-09-01,26,Electronics,36446.04,9324.72,20
3752,2025-09-01,26,Home & Kitchen,37984.12,10243.79,29
3753,2025-09-01,26,Fashion,46140.75,12364.65,26
3754,2025-09-01,26,Beauty & Personal Care,37785.72,10824.23,22
3755,2025-09-01,26,Grocery & FMCG,34908.7,9585.44,21
3756,2025-09-01,26,Sports & Lifestyle,24329.83,5864.5,20
3757,2025-09-01,27,Electronics,59468.2,13633.65,36
3758,2025-09-01,27,Home & Kitchen,50399.69,12003.83,51
3759,2025-09-01,27,Fashion,49476.56,9653.93,22
3760,2025-09-01,27,Beauty & Personal Care,45201.19,7645.55,40
3761,2025-09-01,27,Grocery & FMCG,46083.61,12212.32,21
3762,2025-09-01,27,Sports & Lifestyle,32610.9,7566.94,20
3763,2025-09-01,28,Electronics,64399.73,19259.07,28
3764,2025-09-01,28,Home & Kitchen,55766.72,15378.76,26
3765,2025-09-01,28,Fashion,58649.95,9811.84,67
3766,2025-09-01,28,Beauty & Personal Care,47177.03,7480.29,22
3767,2025-09-01,28,Grocery & FMCG,52462.6,10748.77,30
3768,2025-09-01,28,Sports & Lifestyle,36293.78,9687.1,20
3769,2025-09-01,29,Electronics,85990.7,24995.81,48
3770,2025-09-01,29,Home & Kitchen,76611.54,19283.0,35
3771,2025-09-01,29,Fashion,80148.93,21955.8,68
3772,2025-09-01,29,Beauty & Personal Care,62430.27,17368.4,54
3773,2025-09-01,29,Grocery & FMCG,58022.18,8782.2,65
3774,2025-09-01,29,Sports & Lifestyle,34959.46,6821.48,21
3775,2025-09-01,30,Electronics,58676.86,8466.76,56
3776,2025-09-01,30,Home & Kitchen,57956.96,13459.78,64
3777,2025-09-01,30,Fashion,75135.53,15519.93,46
3778,2025-09-01,30,Beauty & Personal Care,52961.77,15026.76,22
3779,2025-09-01,30,Grocery & FMCG,47341.39,8665.92,53
3780,2025-09-01,30,Sports & Lifestyle,31060.89,7672.94,20
3781,2025-09-01,31,Electronics,30664.82,5227.01,20
3782,2025-09-01,31,Home & Kitchen,26173.47,5379.62,20
3783,2025-09-01,31,Fashion,37396.75,9698.09,20
3784,2025-09-01,31,Beauty & Personal Care,34108.35,8344.93,20
3785,2025-09-01,31,Grocery & FMCG,26767.73,3878.97,22
3786,2025-09-01,31,Sports & Lifestyle,19790.69,5652.07,20
3787,2025-09-01,32,Electronics,38612.86,9289.51,20
3788,2025-09-01,32,Home & Kitchen,43873.66,9157.39,30
3789,2025-09-01,32,Fashion,41553.29,7269.81,20
3790,2025-09-01,32,Beauty & Personal Care,35525.69,7653.13,20
3791,2025-09-01,32,Grocery & FMCG,34535.45,9730.82,20
3792,2025-09-01,32,Sports & Lifestyle,23174.81,5094.72,20
3793,2025-09-01,33,Electronics,55857.27,14143.08,46
3794,2025-09-01,33,Home & Kitchen,48855.87,11775.1,30
3795,2025-09-01,33,Fashion,64784.5,12433.23,38
3796,2025-09-01,33,Beauty & Personal Care,48850.73,12325.86,47
3797,2025-09-01,33,Grocery & FMCG,57632.51,12304.97,29
3798,2025-09-01,33,Sports & Lifestyle,31993.0,9589.05,20
3799,2025-09-01,34,Electronics,38081.85,8298.18,43
3800,2025-09-01,34,Home & Kitchen,33009.05,9480.06,20
3801,2025-09-01,34,Fashion,31192.29,5162.84,20
3802,2025-09-01,34,Beauty & Personal Care,21524.49,4973.02,20
3803,2025-09-01,34,Grocery & FMCG,26695.45,5985.69,20
3804,2025-09-01,34,Sports & Lifestyle,18067.87,5388.32,20
3805,2025-09-01,35,Electronics,55970.97,10903.81,30
3806,2025-09-01,35,Home & Kitchen,60440.01,9910.09,32
3807,2025-09-01,35,Fashion,52554.69,8360.12,36
3808,2025-09-01,35,Beauty & Personal Care,48864.76,12371.07,59
3809,2025-09-01,35,Grocery & FMCG,56095.41,16391.59,55
3810,2025-09-01,35,Sports & Lifestyle,29798.92,7830.78,22
3811,2025-09-01,36,Electronics,33225.73,5406.34,20
3812,2025-09-01,36,Home & Kitchen,32492.2,9079.83,23
3813,2025-09-01,36,Fashion,35764.2,8774.23,20
3814,2025-09-01,36,Beauty & Personal Care,31870.82,8739.15,37
3815,2025-09-01,36,Grocery & FMCG,32580.66,8116.65,20
3816,2025-09-01,36,Sports & Lifestyle,16956.47,2487.69,20
3817,2025-09-01,37,Electronics,60527.24,17071.42,28
3818,2025-09-01,37,Home & Kitchen,53071.83,14476.85,26
3819,2025-09-01,37,Fashion,62286.76,16545.93,35
3820,2025-09-01,37,Beauty & Personal Care,47137.58,7464.89,40
3821,2025-09-01,37,Grocery & FMCG,50299.05,8884.88,32
3822,2025-09-01,37,Sports & Lifestyle,26989.52,7180.08,21
3823,2025-09-01,38,Electronics,67631.31,19395.99,42
3824,2025-09-01,38,Home & Kitchen,67560.27,13876.44,69
3825,2025-09-01,38,Fashion,64939.83,18715.38,55
3826,2025-09-01,38,Beauty & Personal Care,44823.59,11343.97,41
3827,2025-09-01,38,Grocery & FMCG,56273.83,16516.54,30
3828,2025-09-01,38,Sports & Lifestyle,32457.72,8993.1,30
3829,2025-09-01,39,Electronics,71505.31,17711.16,82
3830,2025-09-01,39,Home & Kitchen,70448.66,21007.92,34
3831,2025-09-01,39,Fashion,67562.23,20128.87,81
3832,2025-09-01,39,Beauty & Personal Care,55152.07,10344.0,27
3833,2025-09-01,39,Grocery & FMCG,65621.45,16278.76,67
3834,2025-09-01,39,Sports & Lifestyle,34104.0,6027.59,30
3835,2025-09-01,40,Electronics,53542.56,7497.46,59
3836,2025-09-01,40,Home & Kitchen,54078.51,10698.35,36
3837,2025-09-01,40,Fashion,58446.58,9357.17,29
3838,2025-09-01,40,Beauty & Personal Care,44282.55,8743.25,51
3839,2025-09-01,40,Grocery & FMCG,45410.29,10289.2,20
3840,2025-09-01,40,Sports & Lifestyle,28937.92,8575.7,28
3841,2025-09-01,41,Electronics,32907.25,9023.73,22
3842,2025-09-01,41,Home & Kitchen,32689.49,5798.76,20
3843,2025-09-01,41,Fashion,39575.88,6037.41,20
3844,2025-09-01,41,Beauty & Personal Care,25481.76,7543.9,20
3845,2025-09-01,41,Grocery & FMCG,32551.47,9559.37,36
3846,2025-09-01,41,Sports & Lifestyle,18677.36,4592.93,20
3847,2025-09-01,42,Electronics,57181.19,14778.42,44
3848,2025-09-01,42,Home & Kitchen,55834.68,15200.43,23
3849,2025-09-01,42,Fashion,68233.13,19183.98,50
3850,2025-09-01,42,Beauty & Personal Care,51301.88,14212.83,32
3851,2025-09-01,42,Grocery & FMCG,51594.89,9742.13,41
3852,2025-09-01,42,Sports & Lifestyle,31114.71,8929.06,20
3853,2025-09-01,43,Electronics,61850.15,18400.28,39
3854,2025-09-01,43,Home & Kitchen,47508.25,12307.22,34
3855,2025-09-01,43,Fashion,66648.14,17965.71,41
3856,2025-09-01,43,Beauty & Personal Care,45953.04,9995.09,22
3857,2025-09-01,43,Grocery & FMCG,46111.73,13054.03,29
3858,2025-09-01,43,Sports & Lifestyle,30263.4,6698.48,20
3859,2025-09-01,44,Electronics,67890.59,11382.69,80
3860,2025-09-01,44,Home & Kitchen,67737.91,12267.73,30
3861,2025-09-01,44,Fashion,67173.1,18154.56,43
3862,2025-09-01,44,Beauty & Personal Care,64465.49,12476.32,76
3863,2025-09-01,44,Grocery & FMCG,59245.05,16031.58,24
3864,2025-09-01,44,Sports & Lifestyle,35256.65,7533.14,20
3865,2025-09-01,45,Electronics,49190.92,8367.22,58
3866,2025-09-01,45,Home & Kitchen,42908.62,7907.54,42
3867,2025-09-01,45,Fashion,46514.9,12635.24,21
3868,2025-09-01,45,Beauty & Personal Care,35877.05,5556.05,23
3869,2025-09-01,45,Grocery & FMCG,38146.95,7103.25,20
3870,2025-09-01,45,Sports & Lifestyle,22223.79,5416.63,20
3871,2025-09-01,46,Electronics,61176.13,14798.81,52
3872,2025-09-01,46,Home & Kitchen,68410.98,19256.85,62
3873,2025-09-01,46,Fashion,72495.45,21700.87,57
3874,2025-09-01,46,Beauty & Personal Care,63190.22,15106.97,28
3875,2025-09-01,46,Grocery & FMCG,62769.39,9781.67,68
3876,2025-09-01,46,Sports & Lifestyle,37158.31,8445.81,31
3877,2025-09-01,47,Electronics,49028.92,13461.55,32
3878,2025-09-01,47,Home & Kitchen,59223.09,8979.92,29
3879,2025-09-01,47,Fashion,75149.64,21601.74,85
3880,2025-09-01,47,Beauty & Personal Care,52065.43,13686.88,30
3881,2025-09-01,47,Grocery & FMCG,66610.84,19571.15,27
3882,2025-09-01,47,Sports & Lifestyle,32153.42,5059.49,26
3883,2025-09-01,48,Electronics,66252.26,16374.37,57
3884,2025-09-01,48,Home & Kitchen,62507.1,17572.23,32
3885,2025-09-01,48,Fashion,69740.98,16373.57,51
3886,2025-09-01,48,Beauty & Personal Care,63804.35,11699.64,31
3887,2025-09-01,48,Grocery & FMCG,61839.78,13207.81,47
3888,2025-09-01,48,Sports & Lifestyle,39829.95,8836.91,27
3889,2025-09-01,49,Electronics,67615.83,11218.2,27
3890,2025-09-01,49,Home & Kitchen,52485.38,11922.47,21
3891,2025-09-01,49,Fashion,69276.78,12555.04,27
3892,2025-09-01,49,Beauty & Personal Care,53938.0,12118.63,23
3893,2025-09-01,49,Grocery & FMCG,60604.35,12546.3,66
3894,2025-09-01,49,Sports & Lifestyle,37538.87,11230.61,21
3895,2025-09-01,50,Electronics,37746.97,8604.06,23
3896,2025-09-01,50,Home & Kitchen,37820.18,9545.46,20
3897,2025-09-01,50,Fashion,38291.39,7046.47,36
3898,2025-09-01,50,Beauty & Personal Care,33809.16,6680.01,20
3899,2025-09-01,50,Grocery & FMCG,28955.24,8348.15,22
3900,2025-09-01,50,Sports & Lifestyle,21032.72,3272.75,20
3901,2025-09-01,51,Electronics,76856.11,16281.27,31
3902,2025-09-01,51,Home & Kitchen,70531.23,20665.61,50
3903,2025-09-01,51,Fashion,59577.56,15709.95,28
3904,2025-09-01,51,Beauty & Personal Care,63689.71,10810.21,48
3905,2025-09-01,51,Grocery & FMCG,73497.32,11939.08,33
3906,2025-09-01,51,Sports & Lifestyle,38061.97,7702.02,25
3907,2025-09-01,52,Electronics,69031.68,18490.27,61
3908,2025-09-01,52,Home & Kitchen,70253.92,14258.05,56
3909,2025-09-01,52,Fashion,69829.47,13482.89,45
3910,2025-09-01,52,Beauty & Personal Care,59476.63,14643.68,36
3911,2025-09-01,52,Grocery & FMCG,55546.87,11823.91,35
3912,2025-09-01,52,Sports & Lifestyle,39843.11,8763.78,33
3913,2025-09-01,53,Electronics,61436.27,18401.43,24
3914,2025-09-01,53,Home & Kitchen,52969.31,10871.1,41
3915,2025-09-01,53,Fashion,65526.37,12509.75,41
3916,2025-09-01,53,Beauty & Personal Care,57169.27,8863.69,38
3917,2025-09-01,53,Grocery & FMCG,56001.38,13526.68,37
3918,2025-09-01,53,Sports & Lifestyle,25145.63,5080.25,20
3919,2025-09-01,54,Electronics,32957.02,8740.19,22
3920,2025-09-01,54,Home & Kitchen,28614.8,4896.7,20
3921,2025-09-01,54,Fashion,26279.22,7413.07,20
3922,2025-09-01,54,Beauty & Personal Care,24261.93,6430.48,20
3923,2025-09-01,54,Grocery & FMCG,24435.96,6954.55,20
3924,2025-09-01,54,Sports & Lifestyle,14114.47,2652.38,20
3925,2025-09-01,55,Electronics,72767.24,12384.27,35
3926,2025-09-01,55,Home & Kitchen,55891.94,12367.22,41
3927,2025-09-01,55,Fashion,70039.19,10709.65,40
3928,2025-09-01,55,Beauty & Personal Care,58673.14,16799.52,25
3929,2025-09-01,55,Grocery & FMCG,44852.44,7089.67,30
3930,2025-09-01,55,Sports & Lifestyle,34611.94,8579.46,20
3931,2025-09-01,56,Electronics,39409.76,6301.93,28
3932,2025-09-01,56,Home & Kitchen,37358.88,7805.53,20
3933,2025-09-01,56,Fashion,39812.37,5719.45,20
3934,2025-09-01,56,Beauty & Personal Care,36723.17,6820.16,42
3935,2025-09-01,56,Grocery & FMCG,38431.61,11472.24,20
3936,2025-09-01,56,Sports & Lifestyle,17612.11,4914.2,20
3937,2025-09-01,57,Electronics,62074.28,16363.09,30
3938,2025-09-01,57,Home & Kitchen,52673.33,10154.4,21
3939,2025-09-01,57,Fashion,55218.69,12996.64,51
3940,2025-09-01,57,Beauty & Personal Care,41742.19,11068.59,21
3941,2025-09-01,57,Grocery & FMCG,46921.23,12343.68,20
3942,2025-09-01,57,Sports & Lifestyle,27579.49,6224.86,21
3943,2025-09-01,58,Electronics,42706.77,9952.44,25
3944,2025-09-01,58,Home & Kitchen,37800.98,6846.49,20
3945,2025-09-01,58,Fashion,41281.74,6715.26,26
3946,2025-09-01,58,Beauty & Personal Care,43896.04,9516.49,38
3947,2025-09-01,58,Grocery & FMCG,40054.57,10879.28,23
3948,2025-09-01,58,Sports & Lifestyle,19908.62,5027.95,20
3949,2025-09-01,59,Electronics,57496.71,9840.26,26
3950,2025-09-01,59,Home & Kitchen,52192.19,9872.94,28
3951,2025-09-01,59,Fashion,57073.2,10412.98,25
3952,2025-09-01,59,Beauty & Personal Care,44025.64,10753.6,44
3953,2025-09-01,59,Grocery & FMCG,49220.74,11442.7,30
3954,2025-09-01,59,Sports & Lifestyle,24129.19,3732.56,22
3955,2025-09-01,60,Electronics,50113.9,9720.72,43
3956,2025-09-01,60,Home & Kitchen,44145.64,9130.59,21
3957,2025-09-01,60,Fashion,46897.13,9165.09,21
3958,2025-09-01,60,Beauty & Personal Care,37386.85,9596.3,42
3959,2025-09-01,60,Grocery & FMCG,45313.24,11131.3,22
3960,2025-09-01,60,Sports & Lifestyle,25432.52,6274.65,20
3961,2025-09-01,61,Electronics,53622.86,9158.63,31
3962,2025-09-01,61,Home & Kitchen,59974.45,8475.87,43
3963,2025-09-01,61,Fashion,61634.2,13916.28,31
3964,2025-09-01,61,Beauty & Personal Care,46991.93,8731.25,43
3965,2025-09-01,61,Grocery & FMCG,55012.74,10779.89,45
3966,2025-09-01,61,Sports & Lifestyle,26213.39,4850.48,20
3967,2025-09-01,62,Electronics,75605.15,18363.24,48
3968,2025-09-01,62,Home & Kitchen,70027.21,14255.81,45
3969,2025-09-01,62,Fashion,58061.52,10253.08,25
3970,2025-09-01,62,Beauty & Personal Care,46374.72,10803.06,21
3971,2025-09-01,62,Grocery & FMCG,62416.74,13517.96,74
3972,2025-09-01,62,Sports & Lifestyle,29566.21,5092.46,20
3973,2025-09-01,63,Electronics,53250.93,13050.7,42
3974,2025-09-01,63,Home & Kitchen,57712.01,11181.58,25
3975,2025-09-01,63,Fashion,71076.28,12003.22,30
3976,2025-09-01,63,Beauty & Personal Care,56352.63,10748.03,40
3977,2025-09-01,63,Grocery & FMCG,62193.5,10755.73,25
3978,2025-09-01,63,Sports & Lifestyle,33497.99,9551.01,25
3979,2025-09-01,64,Electronics,49821.32,11640.04,26
3980,2025-09-01,64,Home & Kitchen,33352.76,9014.52,31
3981,2025-09-01,64,Fashion,38046.79,8596.63,40
3982,2025-09-01,64,Beauty & Personal Care,37049.65,11089.98,43
3983,2025-09-01,64,Grocery & FMCG,47373.97,9279.99,53
3984,2025-09-01,64,Sports & Lifestyle,26290.9,4283.11,20
3985,2025-09-01,65,Electronics,59357.1,15783.1,63
3986,2025-09-01,65,Home & Kitchen,64544.1,11367.51,74
3987,2025-09-01,65,Fashion,59433.71,11139.73,53
3988,2025-09-01,65,Beauty & Personal Care,48669.0,9392.67,50
3989,2025-09-01,65,Grocery & FMCG,54754.28,15447.82,26
3990,2025-09-01,65,Sports & Lifestyle,32997.09,7146.31,20
3991,2025-09-01,66,Electronics,53088.48,9725.32,37
3992,2025-09-01,66,Home & Kitchen,65647.56,14411.09,27
3993,2025-09-01,66,Fashion,60242.74,14021.9,58
3994,2025-09-01,66,Beauty & Personal Care,43891.61,11801.89,20
3995,2025-09-01,66,Grocery & FMCG,56207.6,13490.05,35
3996,2025-09-01,66,Sports & Lifestyle,22093.53,6017.08,20
3997,2025-09-01,67,Electronics,54735.78,14349.86,31
