ReturnID,OrderID,ReturnDate,CustomerKey,ProductKey,StoreKey,QuantityReturned,ReturnReasonKey,RefundAmount
9011,1046508,2025-08-20,34314,2642,68,1,2,121550.58
9012,1172232,2025-07-30,49479,893,35,1,2,15399.78
9013,1172881,2025-11-05,44439,784,117,1,5,3111.82
9014,1184153,2025-07-28,14677,1644,62,1,5,325.03
9015,1096143,2026-03-29,31869,1094,51,1,5,246.74
9016,1188827,2025-10-16,49915,2988,76,1,5,16789.42
9017,1109335,2025-12-30,20033,343,66,1,2,1546.41
9018,1075734,2025-07-04,16941,2248,108,1,3,2664.11
9019,1103484,2026-03-10,44659,2601,4,1,3,2304.42
9020,1133162,2025-10-30,13746,537,39,1,5,132655.53
9021,1067806,2026-02-23,18145,1582,33,1,2,13188.67
9022,1020010,2025-12-17,7339,281,97,1,5,505018.53
9023,1007532,2026-02-03,40408,768,49,1,2,4027.3
9024,1180812,2025-07-14,29950,2124,82,1,5,13681.38
9025,1058133,2025-12-19,41479,2561,82,1,5,387.99
9026,1172200,2025-05-05,20458,1290,96,1,2,1790.95
9027,1042891,2025-06-23,6789,482,101,1,2,57167.5
9028,1138891,2026-03-04,5268,2444,111,1,5,6609.74
9029,1033997,2025-07-31,15995,768,13,1,4,4286.88
9030,1084723,2025-11-03,17581,1598,38,1,4,159171.43
9031,1172385,2026-04-10,32463,1402,16,1,1,84597.64
9032,1175553,2025-12-27,45632,268,13,1,2,1064.19
9033,1102300,2025-11-27,19205,551,64,1,3,7165.77
9034,1125974,2026-03-05,39104,499,58,1,5,4623.61
9035,1079796,2025-05-06,42009,2303,32,1,1,4257.17
9036,1124067,2026-02-01,47506,735,69,1,1,369.12
9037,1198550,2025-12-19,7008,1206,6,1,3,2044.83
9038,1059127,2026-01-09,46007,1707,32,1,4,11373.49
9039,1027503,2026-02-09,35900,945,1,1,4,4751.37
9040,1098740,2025-10-21,14574,1409,106,1,1,11452.94
9041,1125535,2025-10-16,2600,2873,9,1,4,143.33
9042,1043560,2025-08-11,6044,1081,12,1,5,263.83
9043,1029860,2026-01-12,29765,927,54,1,2,25582.54
9044,1148242,2026-01-14,11110,1073,15,1,5,626.6
9045,1104325,2025-08-31,38429,2266,63,1,5,21512.94
9046,1165186,2025-07-13,20561,431,14,1,2,559313.06
9047,1128733,2025-06-05,42701,1094,88,1,2,699.54
9048,1017539,2026-04-08,8284,488,13,1,4,59001.26
9049,1021855,2025-05-27,3637,1783,75,1,3,7529.8
9050,1104007,2025-11-17,16348,903,59,1,1,40964.43
9051,1024333,2025-08-10,35552,1669,105,1,5,2973.29
9052,1039933,2025-12-10,46490,2400,120,1,3,382.82
9053,1077587,2025-07-24,19736,2807,41,1,5,10655.33
9054,1012501,2025-11-20,31891,2598,115,1,1,2487.59
9055,1178324,2025-05-25,15116,1741,95,1,2,23359.61
9056,1180183,2026-01-11,16991,2699,107,1,5,5786.47
9057,1041424,2026-04-11,10962,2626,99,1,2,34364.78
9058,1011150,2026-01-04,26778,1375,114,1,4,91509.21
9059,1023069,2026-01-16,28735,552,10,1,1,3895.01
9060,1172072,2025-12-17,23611,1283,15,1,2,382.98
9061,1193755,2025-06-03,9594,1273,29,1,1,557.58
9062,1124545,2026-03-02,12896,1534,72,1,1,599.26
9063,1006585,2025-05-10,45101,2561,40,1,1,363.65
9064,1148305,2025-12-14,1626,1651,72,1,3,1934.3
9065,1003416,2025-12-12,16613,1992,120,1,4,56.0
9066,1167963,2025-09-22,39765,1034,115,1,3,293.76
9067,1041144,2025-11-15,29912,114,95,1,2,1461.64
9068,1163512,2026-01-12,41395,1878,26,1,4,958.6
9069,1061418,2025-10-28,35147,984,111,1,2,7068.2
9070,1168052,2026-01-17,25113,474,15,1,2,4350.44
9071,1180943,2025-08-06,14463,2882,60,1,4,2456.38
9072,1088060,2025-09-13,29652,497,43,1,4,2801.89
9073,1025143,2025-09-19,9732,734,92,1,3,3084.56
9074,1071279,2025-11-08,26781,1955,64,1,3,106179.41
9075,1164804,2025-12-29,30895,2440,109,1,1,60505.67
9076,1032749,2026-03-21,37157,2447,30,1,5,7174.63
9077,1024262,2025-09-12,41706,358,37,1,3,8682.67
9078,1148715,2026-03-14,34867,1952,62,1,3,39972.27
9079,1064760,2025-07-08,14881,711,63,1,4,438.58
9080,1058946,2026-01-09,22121,1420,59,1,5,302.48
9081,1114262,2026-01-02,14865,2889,22,1,4,118149.29
9082,1122721,2025-10-31,29983,1433,55,1,1,3922.39
9083,1096083,2025-05-13,21925,2465,88,1,1,20975.88
9084,1066942,2025-12-19,26974,405,63,1,5,12605.96
9085,1020358,2025-08-25,30765,55,96,1,2,126.26
9086,1017973,2025-08-04,9461,1512,17,1,3,27226.65
9087,1185497,2026-03-13,8925,2877,104,1,4,277.23
9088,1071195,2025-07-14,10332,539,102,1,4,354.78
9089,1037923,2025-11-27,5291,1066,113,1,4,6206.06
9090,1094389,2025-12-21,9252,949,9,1,1,617.9
9091,1074678,2025-11-15,397,458,40,1,5,25746.42
9092,1020680,2025-08-28,14338,2040,119,1,4,7028.48
9093,1156978,2025-07-24,32600,2643,82,1,5,129.26
9094,1029340,2026-01-13,15738,1559,64,1,2,62378.01
9095,1014555,2025-07-21,9131,974,83,1,2,51472.37
9096,1087605,2025-07-08,23143,1821,44,1,5,921.91
9097,1171904,2025-12-01,27547,104,72,1,3,32517.96
9098,1043439,2025-11-15,46824,1458,91,1,5,1887.64
9099,1001159,2026-03-04,17845,50,102,1,4,72859.62
9100,1133183,2026-04-12,7254,2046,120,1,2,935.97
9101,1004967,2026-02-11,1695,554,60,1,1,1505.67
9102,1099521,2025-07-24,27133,947,15,1,4,24277.1
9103,1009832,2025-04-26,24846,2269,23,1,3,134.48
9104,1127168,2025-07-03,40763,571,44,1,3,24290.17
9105,1072834,2025-10-16,16447,2071,12,1,4,3798.29
9106,1139959,2025-10-19,4343,2753,74,1,5,13826.23
9107,1027193,2025-09-08,15723,786,25,1,1,4328.94
9108,1024810,2026-01-10,39463,41,120,1,3,373.1
9109,1167111,2025-07-18,28379,161,75,1,5,947.87
9110,1028431,2025-08-16,17190,56,90,1,2,1268.46
9111,1019554,2025-11-29,41510,2936,45,1,5,2075.7
9112,1120864,2025-11-26,11359,658,22,1,1,5577.3
9113,1198813,2025-09-02,1960,796,60,1,5,7127.19
9114,1167016,2026-04-02,38809,800,115,1,1,2485.61
9115,1197430,2025-08-26,41192,1176,15,1,3,2954.53
9116,1108620,2026-01-03,17026,2572,65,1,4,2162.75
9117,1198181,2025-05-14,18761,2469,80,1,1,3100.54
9118,1095686,2026-01-04,9391,568,10,1,2,267.34
9119,1006727,2025-05-29,14040,1409,92,1,2,11059.46
9120,1184902,2025-09-29,312,1741,41,1,5,5848.72
9121,1025058,2025-05-31,46061,1258,13,1,2,2293.48
9122,1115416,2025-06-06,16438,1163,102,1,5,697.63
9123,1181462,2025-04-25,38550,2435,107,1,4,161882.53
9124,1056818,2025-04-18,48218,810,46,1,4,9313.55
9125,1131820,2025-08-28,5103,1758,72,1,5,872.74
9126,1073480,2025-04-30,15089,489,102,1,4,5013.35
9127,1181392,2026-02-22,26741,273,51,1,3,6328.13
9128,1076579,2025-12-09,7323,2524,91,1,2,7071.32
9129,1063889,2025-12-26,21430,212,115,1,5,16905.02
9130,1010629,2025-10-01,19147,2035,113,1,1,6395.9
9131,1136620,2025-06-13,1060,2943,11,1,1,929.7
9132,1144413,2025-05-07,25415,1259,41,1,4,10050.78
9133,1087434,2025-09-27,28775,1938,103,1,2,5154.98
9134,1020420,2025-12-21,37662,236,117,1,1,1160.72
9135,1128392,2025-08-27,30608,2441,12,1,2,47481.04
9136,1152751,2026-02-03,9645,1041,119,1,3,67668.52
9137,1076643,2026-01-23,20038,191,93,1,2,41045.1
9138,1011766,2026-02-28,43300,1018,31,1,2,456.54
9139,1012803,2025-10-28,33043,1310,1,1,4,615.38
9140,1046095,2025-09-16,12192,2437,40,1,4,203.03
9141,1138255,2025-06-28,17218,1697,111,1,4,3448.71
9142,1104540,2025-06-28,7266,2790,24,1,4,803.75
9143,1135595,2025-06-08,12709,2818,53,1,2,33451.72
9144,1031980,2025-10-04,12829,2799,19,1,2,8288.09
9145,1048892,2026-01-18,37525,2998,102,1,1,7690.09
9146,1037577,2025-10-30,28378,329,109,1,5,186.22
9147,1127156,2025-06-04,29049,2326,115,1,3,3320.77
9148,1076367,2025-10-14,8750,1978,49,1,5,2356.79
9149,1082291,2025-12-16,12926,2347,92,1,3,10304.95
9150,1107945,2026-01-07,1973,1522,7,1,4,52959.1
9151,1028754,2025-10-24,11444,2276,97,1,2,4401.15
9152,1032543,2026-02-03,24407,531,17,1,2,19.95
9153,1122845,2026-02-10,40968,1763,100,1,5,266.12
9154,1105125,2026-02-20,24891,2666,34,1,4,1700.72
9155,1069675,2025-09-29,41133,2535,108,1,2,13639.22
9156,1187642,2025-08-14,35283,1910,91,1,2,16809.43
9157,1128601,2025-05-03,40386,2008,102,1,4,316.69
9158,1124050,2025-11-12,8408,618,34,1,5,160063.42
9159,1004971,2025-09-27,37279,2854,15,1,2,8965.31
9160,1106728,2025-08-25,31170,2344,9,1,5,780.5
9161,1181795,2026-01-21,39081,1880,53,1,3,183.51
9162,1027254,2026-01-08,21490,1173,63,1,2,2290.46
9163,1174265,2026-01-21,38813,2658,100,1,3,3508.06
9164,1119758,2025-10-24,24325,2186,67,1,1,2557.91
9165,1018427,2025-10-16,46066,1144,81,1,5,188754.35
9166,1047166,2025-05-01,12428,1740,66,1,2,5014.77
9167,1141956,2026-01-21,17992,2678,65,1,4,2250.0
9168,1170599,2026-04-19,39769,2654,56,1,3,1091.37
9169,1050351,2025-06-29,209,1013,11,1,5,3351.96
9170,1056599,2025-09-05,34987,40,98,1,2,19223.49
9171,1155403,2026-02-04,46577,1868,47,1,2,11206.46
9172,1056442,2025-11-30,4222,1389,82,1,2,2127.48
9173,1094178,2025-07-12,13958,1020,1,1,2,1607.41
9174,1120868,2025-08-23,28630,2012,63,1,2,5185.27
9175,1022856,2025-06-28,25344,2008,39,1,3,311.49
9176,1058973,2026-04-02,29558,2290,77,1,2,22610.37
9177,1183528,2025-06-24,24030,1764,90,1,1,4040.0
9178,1190295,2025-06-02,37381,1184,13,1,1,23995.46
9179,1125399,2025-05-05,11018,797,3,1,3,84144.15
9180,1166336,2026-02-04,37690,1676,62,1,5,5857.52
9181,1139619,2025-05-22,3194,1225,38,1,1,13520.46
9182,1073518,2025-06-20,29497,241,93,1,1,5865.29
9183,1084288,2025-06-26,49453,1643,49,1,3,919.79
9184,1175506,2025-05-05,16273,2662,89,1,5,1857.15
9185,1065435,2025-08-06,26878,2371,33,1,2,603.93
9186,1198169,2025-07-09,21518,2448,38,1,4,2828.83
9187,1036453,2025-07-06,27044,984,107,1,1,28175.37
9188,1037848,2025-10-22,14485,66,8,1,4,7286.8
9189,1049389,2025-12-21,8073,1828,114,1,4,14423.24
9190,1079075,2025-06-29,30201,179,109,1,3,13143.44
9191,1167118,2025-09-17,39858,2817,114,1,3,4630.99
9192,1028831,2025-05-11,4255,2384,60,1,2,53315.63
9193,1189494,2025-12-12,24482,1116,89,1,1,6233.82
9194,1025028,2025-09-06,9285,2290,66,1,2,23158.22
9195,1197852,2026-01-02,48320,154,58,1,5,2567.22
9196,1132505,2026-01-26,19917,1250,36,1,2,24623.74
9197,1018676,2025-12-24,47483,375,18,1,1,19675.27
9198,1056041,2025-08-09,5611,548,32,1,3,384.9
9199,1082840,2025-04-25,18031,1050,59,1,2,2114.18
9200,1083975,2026-01-31,18571,2687,26,1,2,3410.89
9201,1123507,2025-10-26,22658,2038,82,1,5,2627.65
9202,1181082,2025-08-23,47756,1913,29,1,4,7738.09
9203,1168644,2025-09-17,33052,916,68,1,3,3153.19
9204,1000070,2025-09-03,27545,808,72,1,1,3558.57
9205,1188103,2025-08-26,1803,2643,103,1,1,127.43
9206,1118828,2025-11-12,14171,1097,68,1,1,1751.38
9207,1010490,2025-09-13,23740,2259,7,1,5,93832.94
9208,1066239,2026-03-31,28008,1512,3,1,3,13731.02
9209,1171119,2026-02-03,27732,1150,10,1,5,4575.95
9210,1012648,2025-12-07,41113,874,76,1,4,1464.77
9211,1161202,2026-02-17,19916,1194,84,1,4,50442.08
9212,1000948,2025-08-08,11318,1282,86,1,2,26854.31
9213,1067938,2025-12-16,2417,2859,17,1,2,135879.62
9214,1182024,2025-11-03,45626,1258,105,1,2,1168.2
9215,1151324,2025-08-22,32182,830,1,1,4,4626.3
9216,1077327,2025-08-13,18883,647,71,1,5,2376.58
9217,1112398,2026-01-07,18492,635,71,1,3,18772.56
9218,1091886,2025-07-10,5345,123,2,1,2,118.1
9219,1044839,2025-09-05,36920,2049,53,1,1,1363.12
9220,1172509,2025-04-29,4635,1747,73,1,3,3687.09
9221,1103598,2025-12-30,3462,2792,56,1,5,478.86
9222,1099476,2025-06-24,16800,154,77,1,4,1247.52
9223,1165362,2025-05-20,3457,1956,27,1,4,132.97
9224,1179491,2025-07-23,37055,1447,73,1,5,19649.72
9225,1100574,2025-11-07,10210,571,87,1,4,26661.65
9226,1187709,2026-03-13,22446,2888,75,1,3,136420.73
9227,1103393,2025-12-23,41033,2403,47,1,2,30184.08
9228,1094989,2026-03-15,8605,645,3,1,1,6762.08
9229,1025564,2025-09-17,32585,697,81,1,4,104584.05
9230,1081417,2025-08-21,41585,2619,58,1,5,2419.53
9231,1027948,2026-03-29,20782,2758,31,1,2,125454.31
9232,1131128,2025-05-24,37942,2982,49,1,2,4681.18
9233,1032510,2026-02-16,37808,1474,80,1,1,62.11
9234,1086172,2026-03-12,14134,1764,119,1,4,12144.86
9235,1123854,2025-11-11,32119,2024,13,1,4,10459.46
9236,1187912,2025-09-29,30957,2567,33,1,4,648.03
9237,1150617,2025-12-07,22056,2645,98,1,5,245892.94
9238,1116339,2025-11-27,23523,158,65,1,4,7031.31
9239,1105392,2025-05-18,8019,2700,70,1,1,1389.04
9240,1154252,2025-11-13,34709,1390,9,1,1,139820.8
9241,1029529,2026-03-15,35444,1113,87,1,3,16421.62
9242,1098101,2026-02-11,2415,2426,33,1,1,7811.92
9243,1074283,2025-11-30,9739,2664,42,1,1,6192.8
9244,1131613,2025-05-27,20773,1175,113,1,4,18255.03
9245,1167027,2025-08-17,5335,444,31,1,1,1296.52
9246,1164626,2026-02-03,29946,2874,61,1,3,16715.6
9247,1034923,2026-03-25,26085,704,61,1,3,16317.98
9248,1033419,2025-09-20,33444,908,89,1,3,1313.07
9249,1020760,2025-11-05,16441,2781,53,1,5,16391.35
9250,1115962,2025-07-25,17931,192,107,1,2,365.71
9251,1007091,2025-06-11,9858,452,17,1,1,3260.53
9252,1199088,2026-02-07,43971,1498,98,1,4,4096.17
9253,1118434,2026-04-22,4891,2874,63,1,1,7608.73
9254,1172811,2025-10-28,29641,2203,16,1,2,31447.64
9255,1129714,2025-05-26,39674,778,34,1,1,8103.8
9256,1052070,2025-11-07,26908,954,81,1,3,7516.6
9257,1063497,2025-06-13,3894,2729,106,1,4,284.67
9258,1012881,2026-01-23,14487,2564,67,1,2,99.69
9259,1133383,2026-01-18,41607,631,84,1,4,295.97
9260,1168917,2025-09-06,5734,600,22,1,3,1156.97
9261,1193898,2026-02-15,37982,1975,90,1,5,5631.77
9262,1036528,2026-03-04,1314,402,64,1,2,333.9
9263,1155199,2025-05-27,49728,730,35,1,3,618.59
9264,1191935,2026-02-01,45831,1444,18,1,2,781.3
9265,1081964,2025-06-23,35882,2661,30,1,5,11497.78
9266,1063730,2025-04-26,45181,684,46,1,4,42313.99
9267,1164754,2025-08-16,20033,1874,112,1,5,12605.6
9268,1000011,2025-05-25,34091,1768,106,1,3,3254.75
9269,1117051,2025-05-07,3773,2559,2,1,3,5763.95
9270,1166279,2026-04-06,39851,2981,117,1,3,7622.9
9271,1047501,2025-05-29,24474,1560,54,1,2,1287.56
9272,1010043,2026-02-16,39482,206,6,1,5,40320.86
9273,1140357,2026-03-29,39393,2748,16,1,1,810.06
9274,1110868,2025-12-13,49853,854,4,1,4,597.66
9275,1040192,2026-02-04,47978,1839,38,1,1,20280.24
9276,1011259,2026-01-14,18962,2879,105,1,2,7050.54
9277,1143546,2026-03-21,27594,2755,59,1,1,13349.86
9278,1173742,2025-11-13,26279,2020,114,1,3,1195.51
9279,1051733,2026-03-06,34070,1579,2,1,2,133.46
9280,1163378,2025-11-18,3843,1343,30,1,4,21099.65
9281,1113489,2025-10-15,43083,2068,77,1,2,4521.77
9282,1178376,2025-12-12,19141,1805,96,1,4,11614.06
9283,1120022,2026-01-27,5301,186,14,1,1,3365.13
9284,1010050,2025-06-03,37791,1725,23,1,5,1159.78
9285,1171270,2025-08-29,11029,2211,75,1,1,1139.68
9286,1182546,2025-07-30,42168,2403,57,1,5,29658.53
9287,1156639,2026-01-19,20931,1478,96,1,4,14246.14
9288,1012998,2025-09-14,49027,2369,11,1,5,2066.12
9289,1061301,2025-06-07,63,2775,33,1,3,2933.07
9290,1150255,2025-06-29,14515,2683,101,1,5,19589.3
9291,1098866,2025-06-27,48259,646,60,1,4,2001.0
9292,1194201,2026-02-22,22791,692,111,1,3,5278.2
9293,1142893,2026-03-27,34778,89,12,1,2,124316.9
9294,1122570,2025-07-18,11362,575,104,1,1,8980.29
9295,1183348,2026-02-18,36807,305,26,1,2,41176.34
9296,1149663,2025-05-27,26047,133,49,1,4,6301.22
9297,1189542,2025-05-01,46581,2156,84,1,2,4605.82
9298,1126637,2025-05-06,27106,7,25,1,5,129.32
9299,1132566,2025-05-05,9447,2732,28,1,5,1105.28
9300,1054532,2025-04-07,39200,2760,41,1,2,3261.99
9301,1012557,2026-03-23,38144,900,4,1,2,12142.17
9302,1173673,2026-02-14,2654,759,61,1,1,196839.35
9303,1085221,2025-11-23,31091,1676,99,1,5,8846.92
9304,1094176,2025-12-28,9165,1311,25,1,3,12294.78
9305,1153797,2026-01-08,20445,113,79,1,1,12036.65
9306,1150676,2025-11-16,45002,1952,7,1,3,72508.68
9307,1190198,2025-12-01,21214,1257,14,1,1,1564.6
9308,1138674,2026-01-13,27944,2216,62,1,5,3031.32
9309,1082435,2025-07-02,30649,1323,113,1,2,3439.18
9310,1082838,2026-02-25,25584,1521,93,1,4,6009.98
9311,1108005,2025-11-13,31372,2038,43,1,1,17409.13
9312,1193946,2025-06-01,34250,1086,119,1,2,1798.63
9313,1197557,2025-12-12,27143,1346,120,1,1,10286.64
9314,1068701,2025-06-26,25707,370,78,1,3,2036.02
9315,1122781,2025-06-09,45472,821,108,1,2,1907.67
9316,1018572,2026-01-05,1440,1654,35,1,2,860.92
9317,1052147,2026-01-17,19182,137,119,1,3,722.97
9318,1128924,2025-12-27,42561,759,112,1,4,131183.69
9319,1132643,2026-02-06,3838,1537,85,1,3,9304.92
9320,1059625,2025-12-23,27493,895,14,1,4,601.42
9321,1141981,2026-01-31,22376,1642,106,1,2,769.67
9322,1082261,2025-04-29,46680,2158,21,1,2,1788.05
9323,1106233,2025-05-29,39336,1151,31,1,1,9111.64
9324,1033420,2026-02-26,40950,2643,7,1,4,128.45
9325,1100070,2025-12-03,25720,2760,5,1,2,5615.53
9326,1152852,2025-11-09,14333,2215,103,1,2,5496.11
9327,1171356,2026-04-01,36486,646,48,1,1,4463.42
9328,1028697,2025-11-10,12739,532,65,1,2,958.81
9329,1043253,2026-01-02,19799,2326,1,1,3,3405.81
9330,1176523,2025-11-18,31848,1120,80,1,3,350.37
9331,1089419,2026-02-25,3175,765,79,1,4,421.21
9332,1050691,2025-10-25,8924,973,109,1,1,393.58
9333,1075057,2025-10-14,41853,754,116,1,2,4228.37
9334,1090085,2025-04-15,41871,2189,12,1,4,569.12
9335,1017842,2025-06-06,13543,2659,60,1,2,2831.05
9336,1037630,2025-06-26,14169,2011,27,1,2,8706.18
9337,1167022,2026-01-29,4048,100,114,1,1,491.97
9338,1017023,2025-06-24,25489,1294,29,1,2,19164.39
9339,1191826,2026-01-26,16958,1287,51,1,4,33194.34
9340,1048366,2025-10-15,17556,1057,89,1,5,18323.26
9341,1069629,2026-03-13,29085,2969,107,1,1,148.34
9342,1178387,2025-10-02,45592,1998,103,1,5,16797.78
9343,1147538,2025-08-19,24648,586,59,1,2,27535.82
9344,1049293,2025-07-05,25774,315,19,1,2,9773.06
9345,1082595,2025-11-25,39295,1123,90,1,4,8851.23
9346,1068326,2025-11-26,31548,256,45,1,5,698.24
9347,1060489,2026-03-30,19008,2590,34,1,3,95299.73
9348,1168908,2025-12-23,13303,501,34,1,5,18351.19
9349,1168245,2026-01-27,19965,186,59,1,1,2047.41
9350,1178214,2025-08-29,38465,2164,110,1,1,3494.65
9351,1198793,2025-07-14,46032,36,113,1,5,6058.32
9352,1147414,2025-07-03,9117,362,43,1,2,6080.38
9353,1175421,2026-01-19,26095,568,80,1,5,271.63
9354,1185089,2025-11-02,27462,2722,109,1,1,5351.71
9355,1153318,2025-09-20,15124,114,61,1,2,3172.52
9356,1113426,2025-12-28,30094,1630,30,1,3,50670.88
9357,1145374,2025-11-01,16927,1925,104,1,3,1071.97
9358,1025175,2025-11-19,30504,75,18,1,2,10380.46
9359,1127975,2026-01-17,14097,221,2,1,3,10258.94
9360,1030397,2025-09-25,5774,2054,119,1,3,3696.7
9361,1032152,2025-10-12,6794,2152,101,1,1,2233.92
9362,1076187,2025-08-29,41613,79,2,1,4,9924.15
9363,1196064,2025-07-09,36948,1327,5,1,2,1472.7
9364,1198481,2025-12-11,26217,1294,107,1,5,59325.13
9365,1086905,2025-11-20,9891,779,49,1,2,4155.24
9366,1156709,2026-03-24,49010,119,11,1,4,72442.43
9367,1125400,2025-10-04,1429,2333,97,1,2,2430.69
9368,1162937,2026-04-25,9659,1174,106,1,4,3353.92
9369,1130620,2025-11-19,23925,148,72,1,4,1651.43
9370,1040794,2025-05-28,15251,1792,44,1,2,596.25
9371,1133853,2025-09-10,32776,235,22,1,5,462.77
9372,1122291,2026-03-03,22110,2310,49,1,2,2784.35
9373,1020916,2025-09-24,30289,1305,61,1,5,10771.66
9374,1066724,2025-07-26,5438,597,30,1,1,7956.39
9375,1147593,2025-11-16,1211,805,56,1,5,4332.17
9376,1024431,2026-04-05,4405,609,13,1,5,1006.97
9377,1096261,2025-10-26,22298,971,68,1,4,1382.02
9378,1051150,2025-06-18,40574,2732,7,1,1,527.83
9379,1022648,2025-10-14,35245,639,76,1,2,5954.23
9380,1002723,2025-10-16,49057,2889,48,1,5,238055.88
9381,1012470,2025-08-06,31007,1378,79,1,3,1135.84
9382,1194434,2026-03-28,41803,1803,3,1,4,5155.1
9383,1195029,2026-02-18,31298,2843,70,1,2,2422.23
9384,1152948,2026-01-05,38787,2793,104,1,5,38376.13
9385,1001266,2025-08-09,19925,2040,14,1,3,22116.52
9386,1002926,2025-06-24,14096,1741,9,1,1,11810.91
9387,1134819,2025-10-29,47530,2020,3,1,3,1923.32
9388,1063983,2025-11-21,16440,1266,3,1,2,295.55
9389,1188850,2026-04-10,5180,512,21,1,1,18485.54
9390,1147726,2026-01-15,8942,2454,59,1,1,3919.65
9391,1132229,2025-11-29,21635,2024,21,1,5,19078.46
9392,1178258,2026-03-18,36220,1258,36,1,1,1244.19
9393,1020873,2025-12-12,8646,278,32,1,1,4342.14
9394,1105291,2025-04-29,14159,1628,41,1,2,3145.79
9395,1126797,2025-06-06,34288,1563,48,1,5,459.92
9396,1005440,2025-08-07,4763,786,60,1,5,6787.04
9397,1146355,2026-02-15,24471,2127,34,1,4,222.21
9398,1039730,2026-01-04,6377,2064,55,1,1,2300.8
9399,1087967,2025-04-10,128,188,45,1,1,6505.68
9400,1061416,2026-04-11,33820,555,82,1,4,8444.45
9401,1135536,2025-10-31,19220,1875,86,1,4,2698.53
9402,1158957,2025-11-25,44646,1346,87,1,1,10344.5
9403,1033018,2025-07-25,38875,1816,43,1,3,189.55
9404,1033241,2026-03-05,20915,2050,12,1,4,3941.21
9405,1037351,2025-10-08,21428,301,44,1,1,261.73
9406,1099453,2025-10-15,34619,1259,119,1,3,3015.0
9407,1168138,2025-06-25,41043,1234,101,1,2,7695.57
9408,1161392,2025-04-23,33106,149,34,1,1,1673.53
9409,1159380,2025-08-29,27604,2011,96,1,3,25508.31
9410,1122693,2026-03-13,21398,1859,108,1,5,57357.43
9411,1199952,2025-08-17,11641,1390,49,1,4,28251.32
9412,1000138,2025-07-29,47744,1752,88,1,1,1938.92
9413,1111536,2025-09-22,37430,1004,81,1,3,2770.88
9414,1072561,2025-12-01,7607,1348,90,1,3,52754.69
9415,1115961,2025-10-03,46610,1839,14,1,2,19666.46
9416,1064191,2025-06-04,34683,1681,85,1,1,1834.83
9417,1052315,2025-10-20,15595,723,3,1,4,582.36
9418,1036770,2025-10-13,8855,1429,85,1,1,322.27
9419,1197242,2026-03-10,26307,2403,82,1,4,31639.3
9420,1081377,2025-09-28,12967,2825,8,1,1,3700.65
9421,1179193,2026-03-18,34911,957,45,1,4,1520.24
9422,1040250,2025-05-16,37294,1104,69,1,5,671.64
9423,1059146,2025-11-20,42231,1610,23,1,2,5160.2
9424,1137469,2025-10-19,34531,2567,18,1,2,813.98
9425,1009281,2025-07-31,48542,1006,120,1,4,2865.06
9426,1140786,2026-04-24,42713,1074,118,1,5,1641.88
9427,1085170,2025-07-08,17503,2718,103,1,5,1013.8
9428,1024925,2026-01-17,38829,1749,24,1,3,5135.76
9429,1168430,2025-04-29,42222,2767,24,1,1,1165.81
9430,1078902,2025-09-12,19650,331,97,1,2,341.3
9431,1165554,2025-11-10,2196,2958,2,1,1,88179.63
9432,1140252,2026-04-05,33664,2580,31,1,1,9650.95
9433,1097104,2026-02-28,14521,288,102,1,3,2790.79
9434,1020192,2025-05-19,5405,1149,10,1,2,26282.35
9435,1130434,2025-09-01,24503,286,108,1,4,187598.85
9436,1045030,2025-07-20,15941,948,58,1,3,7052.73
9437,1050249,2025-12-12,20415,396,64,1,1,7018.66
9438,1068337,2026-01-19,44033,65,28,1,4,275.84
9439,1080914,2025-11-29,26593,1225,77,1,5,19248.38
9440,1099031,2026-03-17,34264,1987,96,1,3,1078.9
9441,1082248,2025-05-16,16611,1036,85,1,1,7118.88
9442,1120296,2026-01-17,5036,895,102,1,2,631.21
9443,1169631,2025-11-19,34817,1119,117,1,4,5165.73
9444,1040778,2025-04-22,41350,2561,43,1,5,393.79
9445,1091681,2026-02-17,41798,564,20,1,5,67.56
9446,1007101,2025-06-30,46582,2592,26,1,4,55451.72
9447,1050618,2025-05-11,21088,1088,119,1,5,25794.18
9448,1094355,2025-08-21,46458,1146,80,1,4,3767.85
9449,1130035,2025-05-02,20295,2167,35,1,5,4600.84
9450,1116643,2025-10-04,48290,666,6,1,1,60.89
9451,1104788,2025-06-28,30545,2488,69,1,3,3030.91
9452,1048713,2025-07-10,23075,345,100,1,3,3454.23
9453,1125955,2026-01-09,1839,1669,65,1,4,2693.65
9454,1196484,2025-08-05,26485,981,14,1,4,7267.35
9455,1137982,2025-10-06,2203,294,89,1,3,13613.81
9456,1041730,2025-07-02,9420,147,23,1,1,27081.22
9457,1087788,2025-09-05,3235,793,40,1,4,5855.72
9458,1172399,2025-09-03,18209,1684,12,1,1,24109.34
9459,1086643,2026-02-26,35896,2711,30,1,4,1132.02
9460,1045718,2025-08-10,45827,390,53,1,4,109.76
9461,1107893,2025-06-01,16514,223,5,1,4,1988.25
9462,1103872,2026-03-02,15191,1290,92,1,5,3380.44
9463,1082631,2025-08-25,3449,981,84,1,1,6866.52
9464,1082250,2025-12-03,46390,1534,105,1,5,591.85
9465,1045530,2025-06-23,9199,228,12,1,4,13975.89
9466,1168762,2026-04-12,1645,2531,93,1,1,12812.57
9467,1007152,2026-01-02,27268,460,20,1,1,187704.81
9468,1020681,2026-02-24,41167,787,49,1,4,1491.94
